mag_x (uT),mag_y (uT),mag_z (uT)
0.011260085057197194,-1.7617008152025448,9.858353905448137
-0.018692481732648578,-1.7020334749869825,9.870287400958189
0.058234765909736044,-1.75173375517251,9.822595729864663
0.12031341415746054,-1.7481842324855255,9.763841361769723
0.18265420427435114,-1.724175514135995,9.822804073726255
0.020584704855978745,-1.6862042831927095,9.826934278086053
0.06791283896475106,-2.000209735925928,9.939821490035419
0.004687495759840912,-1.8714979236724092,9.861627863293531
-0.061240329582289255,-1.8991816235380221,9.901753038253613
0.15841304318515292,-1.7732362315350507,9.983229860065439
0.23113975525636565,-1.7293169943955091,9.892404291186832
0.26684463760174687,-1.7826324096392185,9.678345325057446
0.01466100269672619,-1.751259239027158,9.83263743353826
0.171763287976406,-1.7990612052803838,9.990884532508922
0.1989300899466902,-1.6764301418805068,10.07679761493983
0.19513509570410192,-1.6954329222072666,9.821928896599271
-0.02041202073132868,-1.776770385507626,9.797544830638538
0.11176520183104399,-1.7555405562435575,9.737319503624471
0.10214826718989835,-1.8459618173787784,9.752572193731387
0.10273096704678755,-1.8726150050601977,9.787565349134699
0.013732192734273244,-1.7660314621264954,9.724333984596345
0.17570525504029222,-1.8072978830905306,9.60030356503306
0.11852445809500654,-1.6708403091532342,9.899914258272755
0.35606332641809163,-1.7841744728455455,9.7042265758675
0.36151845577867137,-1.8916716726783407,9.739918632559464
0.15272140348554303,-1.8720667372107802,9.974974802409978
0.272645854475261,-2.086299088593515,9.867952931283163
0.11068574624240987,-1.7475100136113944,9.950576973971026
0.25764472101721825,-1.8199413700826819,9.914378663637638
0.05448090245430491,-1.6724405030835066,9.951944308556346
0.11791417063268667,-1.8780380121359015,9.685503315715847
0.21229376687011858,-1.9533684164473613,9.880899786438903
0.28462715134821615,-1.6409650415393449,9.80527371580302
0.2532674627542474,-1.8273909515851285,9.986729159677667
0.27292886117138976,-1.7156077615784542,9.818519857093426
0.14151418626036122,-1.8379334141842365,9.825938352593827
0.19643596268356206,-1.756521310664985,9.809514542778288
0.20604183500135897,-1.793271857647274,9.880914805232129
0.1987618967096768,-1.8609857265779546,9.888892112372737
0.39241214875055885,-1.7059456666432191,9.92580154415487
0.24352445399942246,-1.727861719137342,9.948284555806438
0.1204724729659361,-1.700937420816949,9.875027518596132
0.23568064235071728,-1.9759280930996836,10.019442012228389
0.2505823599312433,-1.8629679405205728,9.943158899394836
0.1637804639333051,-1.7090111653876068,9.773753004438126
0.29750088459260304,-1.7191977068221884,9.916649152506562
0.28678824038986317,-1.7524318711951277,9.903995950322773
0.3400388168722593,-1.8291211504372509,9.874509610153876
0.270813892937962,-1.9367512732274088,9.717465244990196
-0.11585698759421272,-1.7632951435769144,9.871642882182412
0.36607221751778335,-1.648127397524128,9.63007462365297
0.3325603258703744,-1.7749820942925394,9.798862619026474
0.37743203029054945,-1.785975697729886,9.972933577234475
0.28868465682302846,-1.9570719253478226,9.984880761692573
0.34440882416409235,-1.9163023157043613,9.65189497528537
0.3303905682540962,-1.7891442485667908,9.69681018961873
0.3196850290677592,-1.8087086918854913,9.717578769413798
0.4624851153304185,-1.9174076278859227,9.855341206841148
0.24475940376729932,-1.7591645714598485,9.96059909583227
0.21150676497918186,-1.8607765783830654,9.85357922997831
0.38567637280803385,-1.7677970227563826,9.738599464192575
0.14494149307628923,-1.815043206296917,9.96063578708657
0.3462075260881673,-1.7133147735036056,9.864290428487509
0.18209103406418303,-1.7196748666299815,9.821661772314815
0.23912323111662925,-1.6589186420955995,9.772238772026599
0.34910891390542736,-1.8344558043902452,9.938578807508934
0.2597140368084943,-1.8147899663892086,9.79021677290888
0.44717638052234787,-1.8433929709174248,9.77155301030131
0.5005292881646317,-1.930079312872038,9.998598457601096
0.3259219584152874,-1.849107103469052,9.766201833170157
0.4789875341146,-1.8724747631864649,9.789807966711475
0.3175443143369762,-1.989817623664687,9.82451325564022
0.4768808737273129,-1.8122288683335928,9.724956201343934
0.3758538230297115,-1.7663779750533721,9.875597760906777
0.5283780738692642,-1.5892806993654618,9.80742477459204
0.4720237183767623,-1.6901882661358345,9.622537478537598
0.5180408724803031,-1.7703224772168056,9.691594481409755
0.5956049474402183,-1.6368019720949945,9.93973275272883
0.48114149644598525,-1.8872966528479522,9.962651761460139
0.39145266485344005,-1.7851157566532547,9.872548682332264
0.17030639470964437,-1.958476631389156,9.793200493120299
0.5392342954993347,-1.8462414462143912,9.644189711578692
0.3030673314899393,-1.6223271658461125,9.957199037885273
0.5572098451309209,-1.7724887604482995,9.68802038576828
0.26510633346680484,-1.8295677599952263,9.809955379338955
0.4775522738596881,-1.811653123523443,9.89320802609177
0.4755224410711917,-1.8269645229281242,9.730742011998156
0.4951085901058661,-1.8026475680963936,9.794617540470018
0.5414195746628269,-1.7699333794325947,9.877525194599322
0.4417089731123826,-1.7352954285000595,9.807917561589642
0.49345161080894845,-1.9153841771484927,9.799008349136745
0.5547843968174867,-1.9106321327381037,9.737081742842939
0.4221265490539775,-1.7166574523882678,9.772419596775723
