time (sec),ref_accel_x (m/s^2),ref_accel_y (m/s^2),ref_accel_z (m/s^2),accel_x (m/s^2),accel_y (m/s^2),accel_z (m/s^2),ref_gyro_x (rad/s),ref_gyro_y (rad/s),ref_gyro_z (rad/s),gyro_x (rad/s),gyro_y (rad/s),gyro_z (rad/s),mag_x (uT),mag_y (uT),mag_z (uT),ref_pos_x (m),ref_pos_y (m),ref_pos_z (m),ref_vel_x (m/s),ref_vel_y (m/s),ref_vel_z (m/s),ref_Yaw (deg),ref_Pitch (deg),ref_Roll (deg),q0 (),q1,q2,q3
0.67,0.0,0.0,-9.7803253359,0.009364342017369746,0.009445158001195966,-9.7705874830692,0.0,0.0,0.0,0.00016172033218153002,1.4959692413795284e-06,-5.896527813831766e-06,-3.229060275208713e-06,3.9544583302882215e-22,4.7116871375851265e-06,0.0,0.06700000000000005,0.0,0.0,0.1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0.68,0.0,0.0,-9.7803253359,0.010346099010281225,0.009908167395053841,-9.770368252038013,0.0,0.0,0.0,-6.50423056644396e-05,6.585467732268603e-05,-0.00014397762250965322,-3.200077687501507e-06,3.918964897021585e-22,4.842676669352421e-06,0.0,0.06800000000000005,0.0,0.0,0.1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0.69,0.0,0.0,-9.7803253359,0.009550703292506686,0.010270678580824148,-9.770328176747975,0.0,0.0,0.0,0.0002607131790658368,-0.00011496616597943241,0.00013289317235977744,-3.1667276812404604e-06,3.8781229186024496e-22,4.973822914750265e-06,0.0,0.06900000000000005,0.0,0.0,0.1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0.7,0.0,0.0,-9.7803253359,0.010100113857634445,0.010102234024151635,-9.770860126556336,0.0,0.0,0.0,0.00022837830159667946,1.027887189533089e-05,-0.0002183839759333735,-3.1289101145413e-06,3.8318097565927816e-22,5.1048883881390394e-06,0.0,0.07000000000000005,0.0,0.0,0.1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0.71,0.0,0.0,-9.7803253359,0.009712585676236915,0.009782586349689678,-9.769675871602601,0.0,0.0,0.0,2.7966758049820018e-05,3.488043983168358e-05,6.767616283885441e-05,-3.086535082324373e-06,3.779915309024556e-22,5.235624527030753e-06,0.0,0.07100000000000005,0.0,0.0,0.1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0.72,0.0,0.0,-9.7803253359,0.009597049191176333,0.01016447527560848,-9.770230983737719,0.0,0.0,0.0,-8.722899617343953e-05,4.840549989006914e-05,0.00016644223030348642,-3.0395239239762694e-06,3.722343244429341e-22,5.3657722509605865e-06,0.0,0.07200000000000005,0.0,0.0,0.1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0.73,0.0,0.0,-9.7803253359,0.010131305905122227,0.010217605262015452,-9.76980805879537,0.0,0.0,0.0,-6.968000714628814e-05,0.0003088135413039622,0.00021941630912286546,-2.987810218283042e-06,3.6590122202800817e-22,5.495062625217639e-06,0.0,0.07300000000000005,0.0,0.0,0.1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0.74,0.0,0.0,-9.7803253359,0.010585556824205988,0.009479856634811277,-9.769732193917731,0.0,0.0,0.0,-4.4935677791473794e-05,-2.9407801335460893e-05,1.180629827319136e-05,-2.931340755814391e-06,3.589857073818277e-22,5.623217631095195e-06,0.0,0.07400000000000005,0.0,0.0,0.1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0.75,0.0,0.0,-9.7803253359,0.010414455949425996,0.009613091029799032,-9.770212624275722,0.0,0.0,0.0,6.105195139381354e-05,-0.0001044147732052029,5.048243790178093e-05,-2.8700764784304184e-06,3.514829972617919e-22,5.74995104316916e-06,0.0,0.07500000000000005,0.0,0.0,0.1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0.76,0.0,0.0,-9.7803253359,0.010624458940315957,0.009781671253216847,-9.769896174591272,0.0,0.0,0.0,-2.981045338624095e-05,6.575948275607453e-05,4.5158776714315244e-05,-2.803993375151e-06,3.433901511709056e-22,5.874969412981353e-06,0.0,0.07600000000000005,0.0,0.0,0.1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0.77,0.0,0.0,-9.7803253359,0.009952321876779005,0.009644590096494625,-9.770554978703235,0.0,0.0,0.0,3.9465723485533536e-05,-7.176081459610614e-05,-0.00030155404315809444,-2.7330833233690534e-06,3.347061743766922e-22,5.997973157153883e-06,0.0,0.07700000000000005,0.0,0.0,0.1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0.78,0.0,0.0,-9.7803253359,0.009660297959144975,0.01021787870761313,-9.769702568732436,0.0,0.0,0.0,8.25895317730393e-05,3.177847526459474e-05,-0.00019186413308599262,-2.6573548642218493e-06,3.254321128667937e-22,6.118657746792012e-06,0.0,0.07800000000000004,0.0,0.0,0.1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0.79,0.0,0.0,-9.7803253359,0.010048677021000632,0.00988118223399915,-9.770412070664216,0.0,0.0,0.0,6.244858455733022e-05,0.00014514280968899192,0.000364844699514164,-2.5768339009445207e-06,3.155711388726095e-22,6.236714993435836e-06,0.0,0.07900000000000004,0.0,0.0,0.1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0.8,0.0,0.0,-9.7803253359,0.009841053722364641,0.010033258603358103,-9.770534236845313,0.0,0.0,0.0,-0.00010778382198367386,3.274205537462061e-05,0.00010444231285183375,-2.4915643091910047e-06,3.0512862561205504e-22,6.35183442550907e-06,0.0,0.08000000000000004,0.0,0.0,0.1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0.81,0.0,0.0,-9.7803253359,0.010146623131048372,0.01107057007117176,-9.769625468297871,0.0,0.0,0.0,7.530594111316293e-05,2.5889315901718733e-05,1.3115609437416703e-06,-2.4016084486422002e-06,2.9411220994349113e-22,6.463704747734524e-06,0.0,0.08100000000000006,0.0,0.0,0.1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0.8199999999999998,0.0,0.0,-9.7803253359,0.009215762993722594,0.010432579229761436,-9.770208310464737,0.0,0.0,0.0,-0.00018594006372154654,-2.9269902721174288e-05,-0.00023162471974199416,-2.3070475657631074e-06,2.8253184168924823e-22,6.572015374546495e-06,0.0,0.08200000000000006,0.0,0.0,0.1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0.8299999999999998,0.0,0.0,-9.7803253359,0.009763766770089376,0.009609176825318536,-9.770685107270545,0.0,0.0,0.0,-2.416077689510426e-06,-4.5347805685320887e-05,-0.00023058426267509526,-2.2079820782472035e-06,2.7039981847001585e-22,6.676458027108823e-06,0.0,0.08300000000000006,0.0,0.0,0.1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0.8399999999999999,0.0,0.0,-9.7803253359,0.009599174054222035,0.00999502241894104,-9.770404325306608,0.0,0.0,0.0,9.150226807162369e-05,-0.00010733209150749855,-3.608837781914978e-05,-2.104531732600567e-06,2.577308050033318e-22,6.776728382156776e-06,0.0,0.08400000000000006,0.0,0.0,0.1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0.8499999999999999,0.0,0.0,-9.7803253359,0.00970958099223208,0.009696149925991913,-9.770277638052146,0.0,0.0,0.0,-8.296616042846575e-05,-0.0002781878096739013,6.750373794035186e-05,-1.9968356273898684e-06,2.4454183595063994e-22,6.872527759810034e-06,0.0,0.08500000000000006,0.0,0.0,0.1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0.86,0.0,0.0,-9.7803253359,0.010099889808281543,0.009928312532411422,-9.770438905420184,0.0,0.0,0.0,-2.068007034784449e-05,-0.00015522249626244967,3.885751772627741e-05,-1.8850520959201826e-06,2.308523015494661e-22,6.963564836010077e-06,0.0,0.08600000000000006,0.0,0.0,0.1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0.87,0.0,0.0,-9.7803253359,0.009448932817201421,0.010203562276587143,-9.770416456373985,0.0,0.0,0.0,0.00010996813467847112,-0.00010210556495501669,0.00021877579007561611,-1.7693584435481126e-06,2.166839154435539e-22,7.0495573647618275e-06,0.0,0.08700000000000006,0.0,0.0,0.1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0.88,0.0,0.0,-9.7803253359,0.010134844122403668,0.010023868515194701,-9.770500717247444,0.0,0.0,0.0,-0.0002390494251655676,5.758678152830416e-05,7.371709005107048e-05,-1.649950536358047e-06,2.0206066431023408e-22,7.130233894048771e-06,0.0,0.08800000000000006,0.0,0.0,0.1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0.89,0.0,0.0,-9.7803253359,0.009414315435628004,0.010078628890164918,-9.770089067055155,0.0,0.0,0.0,-0.00014837741520244674,-2.186478447004083e-06,-0.0001786221389074798,-1.5270422396647669e-06,1.870087390968262e-22,7.2053354589161194e-06,0.0,0.08900000000000007,0.0,0.0,0.1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0.9,0.0,0.0,-9.7803253359,0.01041806533132514,0.01011380119687455,-9.77003651535178,0.0,0.0,0.0,8.44904779681324e-06,-5.113306534433872e-05,-0.00017897211645598562,-1.4008647065552188e-06,1.7155644789213451e-22,7.274617234949235e-06,0.0,0.09000000000000007,0.0,0.0,0.1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0.91,0.0,0.0,-9.7803253359,0.010523108235106613,0.009853992777820803,-9.770190788105952,0.0,0.0,0.0,0.0001801191763984855,-0.00013921927342892137,0.00012533937256682247,-1.2716655185613166e-06,1.5573411068921754e-22,7.337850134840818e-06,0.0,0.09100000000000007,0.0,0.0,0.1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0.92,0.0,0.0,-9.7803253359,0.009929786205945776,0.009904195197818792,-9.769669317192976,0.0,0.0,0.0,-9.430246658692221e-05,5.678852053052827e-05,-1.659812753601999e-05,-1.139707682485072e-06,1.3957393653189914e-22,7.394822331340517e-06,0.0,0.09200000000000007,0.0,0.0,0.1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0.93,0.0,0.0,-9.7803253359,0.01039665196821651,0.0098165676554081,-9.77007669864832,0.0,0.0,0.0,0.00015349490528841504,0.00018379446222457275,-3.0642108439094044e-05,-1.0052684892616907e-06,1.2310988376580251e-22,7.445340689706049e-06,0.0,0.09300000000000007,0.0,0.0,0.1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0.94,0.0,0.0,-9.7803253359,0.009878892946286221,0.010362980110311717,-9.77058786538394,0.0,0.0,0.0,-6.269143635567178e-05,-0.00017759367702585666,-1.6767606641079026e-05,-8.6863824268101e-07,1.0637750435162807e-22,7.489232093901003e-06,0.0,0.09400000000000008,0.0,0.0,0.1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0.95,0.0,0.0,-9.7803253359,0.01024343891769291,0.009741808043571831,-9.77043563985716,0.0,0.0,0.0,-3.4833470578015076e-05,0.0004219977855146609,-0.00011774226938040584,-7.301188675886524e-07,8.941377341895332e-23,7.5263446513612576e-06,0.0,0.09500000000000008,0.0,0.0,0.1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0.96,0.0,0.0,-9.7803253359,0.010442336976770286,0.010162203226663877,-9.771067426031342,0.0,0.0,0.0,2.4161884553725583e-05,-0.00012793821370291492,-0.00014758230344514702,-5.900224089163466e-07,7.225690545046147e-23,7.556548762121605e-06,0.0,0.09600000000000009,0.0,0.0,0.1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0.97,0.0,0.0,-9.7803253359,0.009557228655519306,0.01035821221055552,-9.770822557239539,0.0,0.0,0.0,5.6753568198781574e-05,-0.00012365819429562125,-0.00020545547085157453,-4.486694344921468e-07,5.494615868260607e-23,7.5797380409669774e-06,0.0,0.09700000000000009,0.0,0.0,0.1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0.98,0.0,0.0,-9.7803253359,0.010523503746516068,0.009804757116842774,-9.770452886723422,0.0,0.0,0.0,0.00012317950826320744,0.00011044135336531231,-2.437064771158813e-06,-3.0638735599281374e-07,3.7521629481582e-23,7.595830077287949e-06,0.0,0.09800000000000007,0.0,0.0,0.1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0.9900000000000002,0.0,0.0,-9.7803253359,0.010233720717678066,0.009931973143501535,-9.770287681777747,0.0,0.0,0.0,-2.550865097457036e-05,0.00016161514087085094,-4.0187958185996516e-05,-1.635086836414226e-07,2.002403860542654e-23,7.604767033767888e-06,0.0,0.09900000000000007,0.0,0.0,0.1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1.0,0.0,0.0,-9.7803253359,0.009963645619001198,0.010076984760319435,-9.770640757179487,0.0,0.0,0.0,-8.356562567159845e-05,0.00011287700403948702,0.00015845507058733445,-2.0369231234605143e-08,6.015716573532721e-24,7.606516060594919e-06,0.0,0.10000000000000007,0.0,0.0,0.1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1.01,0.0,0.0,-9.7803253359,0.010156145563410704,0.009441577950189468,-9.770344308557027,0.0,0.0,0.0,6.46742353722776e-05,-2.4257807040477756e-05,-0.0001212989186166369,1.2269371112715347e-07,6.090018728011594e-24,7.601069538245246e-06,0.0,0.10100000000000008,0.0,0.0,0.1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1.02,0.0,0.0,-9.7803253359,0.010173996119415612,0.010261604650809029,-9.770318607570877,0.0,0.0,0.0,-7.397599298530026e-05,0.0002264882668172659,-1.706214411396503e-06,2.6534321876244643e-07,6.16544950372792e-24,7.58844512991814e-06,0.0,0.10200000000000008,0.0,0.0,0.1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1.03,0.0,0.0,-9.7803253359,0.009961843045215047,0.009817993113848816,-9.770011903952486,0.0,0.0,0.0,2.3958580866522477e-05,-0.0001310168047921993,1.6448703946517276e-06,4.072445705223432e-07,6.2420291054261575e-24,7.568685652919926e-06,0.0,0.10300000000000008,0.0,0.0,0.1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1.04,0.0,0.0,-9.7803253359,0.009233950668057817,0.010288959890953553,-9.770114421551831,0.0,0.0,0.0,-3.2667462083440614e-05,0.000131112839610695,-0.0002110855851617141,5.480670652408399e-07,6.3197781513074e-24,7.541858769087409e-06,0.0,0.10400000000000008,0.0,0.0,0.1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1.05,0.0,0.0,-9.7803253359,0.010453290268059912,0.009823995425975226,-9.770627879039644,0.0,0.0,0.0,-1.7329654058042982e-05,0.0002202263687682815,0.00011478431879558298,6.874857988875723e-07,6.398717682470786e-24,7.508056494752606e-06,0.0,0.10500000000000008,0.0,0.0,0.1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1.06,0.0,0.0,-9.7803253359,0.010040069153573123,0.00977218657474603,-9.769893445584307,0.0,0.0,0.0,0.00023565586710704413,9.495231552537263e-05,0.00020051303248720854,8.25183385290556e-07,6.47886917254809e-24,7.467394536306815e-06,0.0,0.10600000000000008,0.0,0.0,0.1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1.07,0.0,0.0,-9.7803253359,0.010567132708832331,0.009861155730541379,-9.77022482036768,0.0,0.0,0.0,-8.472551670610294e-05,-0.00012179900253444567,-0.000315460024406295,9.608516042346584e-07,6.560254537663615e-24,7.420011464703965e-06,0.0,0.10700000000000008,0.0,0.0,0.1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1.08,0.0,0.0,-9.7803253359,0.011046100430647748,0.009919271930443008,-9.7699432995342,0.0,0.0,0.0,-7.735353644930283e-05,-0.00011467088126675267,-9.173193809324267e-05,1.094192961791039e-06,6.642896146593256e-24,7.366067733198931e-06,0.0,0.10800000000000008,0.0,0.0,0.1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1.09,0.0,0.0,-9.7803253359,0.010157957308109412,0.010027672199497392,-9.770537553795064,0.0,0.0,0.0,-0.00013033182217974312,-0.0001577207362115164,-9.699949355472393e-06,1.2249221490571528e-06,6.726816831193757e-24,7.305744552175755e-06,0.0,0.10900000000000008,0.0,0.0,0.1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1.1,0.0,0.0,-9.7803253359,0.009956256491307176,0.01009560704998962,-9.770294556044307,0.0,0.0,0.0,-0.00016679498518378875,0.00014320381409671181,-0.00028215531841832613,1.35276738699775e-06,6.812039897061677e-24,7.2392426342248105e-06,0.0,0.11000000000000008,0.0,0.0,0.1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1.11,0.0,0.0,-9.7803253359,0.010713930237928328,0.010002018049330088,-9.770602078667485,0.0,0.0,0.0,-0.00012112057653825073,0.00019065437151076335,1.4000739938769371e-05,1.4774716466838985e-06,6.898589134427693e-24,7.1667808235744825e-06,0.0,0.11100000000000008,0.0,0.0,0.1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1.12,0.0,0.0,-9.7803253359,0.010399964134001159,0.009963055082707305,-9.770340354895607,0.0,0.0,0.0,2.7617247417764476e-06,-0.0001350767325574201,0.0001290584365557622,1.5987937360384023e-06,6.986488829554808e-24,7.088594625458643e-06,0.0,0.11200000000000009,0.0,0.0,0.1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1.13,0.0,0.0,-9.7803253359,0.009669302410513024,0.009475682329275625,-9.77027222728925,0.0,0.0,0.0,-0.00016518108197722753,0.00035586396677727417,0.00014976797966325281,1.7165092460486562e-06,7.075763776073464e-24,7.004934651790714e-06,0.0,0.11300000000000009,0.0,0.0,0.1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1.14,0.0,0.0,-9.7803253359,0.01000812996024041,0.009888346601537751,-9.770489872870511,0.0,0.0,0.0,-8.064217496712478e-05,5.310113461518624e-05,-0.0001423714857039881,1.8304113512653425e-06,7.166439286858745e-24,6.916064999760888e-06,0.0,0.11400000000000007,0.0,0.0,0.1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1.15,0.0,0.0,-9.7803253359,0.01056973583497283,0.010349838409135536,-9.770425670940352,0.0,0.0,0.0,1.190493362486104e-05,-3.25405800937029e-05,0.00019300413988037436,1.9403114613790064e-06,7.258541206113352e-24,6.822261580539914e-06,0.0,0.11500000000000007,0.0,0.0,0.1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1.16,0.0,0.0,-9.7803253359,0.010928708223318656,0.00984607354428987,-9.770303831606528,0.0,0.0,0.0,1.7231337744573714e-05,0.00018040472115102678,8.09426684838965e-05,2.0460397225261776e-06,7.352095921858897e-24,6.723810415016572e-06,0.0,0.11600000000000008,0.0,0.0,0.1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1.17,0.0,0.0,-9.7803253359,0.009939455789004502,0.009605845713430658,-9.770417676602928,0.0,0.0,0.0,-0.0002411699469435667,1.2212464146113016e-05,0.0001370508665536636,2.1474453688187287e-06,7.447130378445756e-24,6.621005913483647e-06,0.0,0.11700000000000008,0.0,0.0,0.1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1.18,0.0,0.0,-9.7803253359,0.010155459345705511,0.009855531575289449,-9.77043660227544,0.0,0.0,0.0,-0.0002886508137181698,-5.455523177060153e-05,0.0001530437079528854,2.2443969263480837e-06,7.543672089844002e-24,6.514149155464598e-06,0.0,0.11800000000000008,0.0,0.0,0.1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1.19,0.0,0.0,-9.7803253359,0.010671640024005427,0.009337644001077783,-9.770654763353075,0.0,0.0,0.0,-5.037456033504988e-05,0.0001649173708285086,-7.393978337279694e-05,2.3367822735571043e-06,7.6417491529101e-24,6.403546185362887e-06,0.0,0.11900000000000008,0.0,0.0,0.1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1.2,0.0,0.0,-9.7803253359,0.01027567298982708,0.010140419257207087,-9.770090365219005,0.0,0.0,0.0,-0.00017737911067559436,0.00017925296828906373,-7.444002877066574e-07,2.4245085633727784e-06,7.741390261033003e-24,6.2895063386798655e-06,0.0,0.12000000000000008,0.0,0.0,0.1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1.21,0.0,0.0,-9.7803253359,0.009897325503041982,0.009916598052800525,-9.769904649066582,0.0,0.0,0.0,0.00016963131895903882,7.371376101105012e-05,-5.70849951674234e-05,2.5075020138469153e-06,7.842624718327294e-24,6.172340612412087e-06,0.0,0.12100000000000008,0.0,0.0,0.1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1.22,0.0,0.0,-9.7803253359,0.009949418658297128,0.010522651270662965,-9.770880810088409,0.0,0.0,0.0,-6.569744316405996e-05,-5.9116500769180755e-05,-1.8854444925130927e-05,2.585707575232339e-06,7.94548245405371e-24,6.052360092172996e-06,0.0,0.12200000000000008,0.0,0.0,0.1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1.23,0.0,0.0,-9.7803253359,0.009991266183482906,0.009971601252277392,-9.770315992405779,0.0,0.0,0.0,-6.022439627207456e-05,0.00022425504571152192,-0.00013987139853290916,2.6590884824334518e-06,8.04999403728596e-24,5.929874447268611e-06,0.0,0.12300000000000008,0.0,0.0,0.1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1.24,0.0,0.0,-9.7803253359,0.010165212802490916,0.010871437519556524,-9.770628298898957,0.0,0.0,0.0,-5.3233799421435255e-05,1.1267923505886264e-06,-4.841868342735886e-05,2.727625702578297e-06,8.156190692293878e-24,5.8051905034958555e-06,0.0,0.12400000000000008,0.0,0.0,0.1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1.25,0.0,0.0,-9.7803253359,0.009955724846588007,0.010201454736918386,-9.770387299031489,0.0,0.0,0.0,-3.051854195278517e-05,-0.00015571173410836055,4.478017526453631e-05,2.7913172880949345e-06,8.264104313917608e-24,5.678610902104478e-06,0.0,0.12500000000000008,0.0,0.0,0.1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1.26,0.0,0.0,-9.7803253359,0.010179242379624856,0.009956452363664957,-9.77018012257707,0.0,0.0,0.0,-0.00017975215173260623,-0.00011013376939504335,3.81186558736255e-05,2.8501776461253315e-06,8.373767483716877e-24,5.55043285182889e-06,0.0,0.12600000000000008,0.0,0.0,0.1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1.27,0.0,0.0,-9.7803253359,0.010155135038555108,0.01015526200669143,-9.769635832053456,0.0,0.0,0.0,0.000323697297400706,-0.00022739586817026742,4.148526295559225e-05,2.9042367353846762e-06,8.485213486177023e-24,5.420946979627347e-06,0.0,0.12700000000000009,0.0,0.0,0.1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1.28,0.0,0.0,-9.7803253359,0.00935134038803024,0.00973515183306731,-9.770326402417743,0.0,0.0,0.0,9.138673757622253e-05,4.1414021176537114e-05,-0.00016000211215305035,2.953539201642954e-06,8.59847632566256e-24,5.2904362839952245e-06,0.0,0.12800000000000009,0.0,0.0,0.1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1.29,0.0,0.0,-9.7803253359,0.01021443053492687,0.00990473849052242,-9.769366199118508,0.0,0.0,0.0,-3.647244274731198e-05,-1.980275778804687e-05,-0.0001944109606509373,2.998143462991146e-06,8.713590743628667e-24,5.159175193766545e-06,0.0,0.1290000000000001,0.0,0.0,0.1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1.3,0.0,0.0,-9.7803253359,0.010377561642659823,0.010485904674365287,-9.77014693733452,0.0,0.0,0.0,-3.497046297122323e-05,0.00013093580304806405,3.104321418244147e-05,3.0381207558103257e-06,8.830592236165595e-24,5.02742873368679e-06,0.0,0.1300000000000001,0.0,0.0,0.1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1.31,0.0,0.0,-9.7803253359,0.009804122037448697,0.010178648213625196,-9.770789072811018,0.0,0.0,0.0,0.00013192384767403837,0.00014929788148093014,-0.00037055721760800365,3.0735541520351724e-06,8.949517072375276e-24,4.895451796924339e-06,0.0,0.1310000000000001,0.0,0.0,0.1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1.32,0.0,0.0,-9.7803253359,0.01051169962306455,0.010519889805452072,-9.770061438280013,0.0,0.0,0.0,9.454583488464362e-05,0.00013732848723913086,0.00010957728778989654,3.104537557867929e-06,9.070402312840522e-24,4.763488523585745e-06,0.0,0.1320000000000001,0.0,0.0,0.1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1.33,0.0,0.0,-9.7803253359,0.009977111131674338,0.009804294357127635,-9.770140979032105,0.0,0.0,0.0,-8.432918274331145e-05,0.0002766235135811358,-8.22267301542899e-05,3.131174703535771e-06,9.193285828745168e-24,4.63177178319095e-06,0.0,0.1330000000000001,0.0,0.0,0.1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1.34,0.0,0.0,-9.7803253359,0.010373321992551468,0.009861731168212545,-9.770059054792979,0.0,0.0,0.0,-1.2186972741069163e-05,4.122671634858228e-05,8.979240344761569e-05,3.1535781330533922e-06,9.318206321489142e-24,4.500522758192879e-06,0.0,0.1340000000000001,0.0,0.0,0.1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1.35,0.0,0.0,-9.7803253359,0.010310048546998256,0.009975959881945688,-9.770235717241182,0.0,0.0,0.0,0.00010862534802004721,6.375181239731939e-05,-5.6788007382029164e-05,3.1718682022811083e-06,9.445203342797466e-24,4.369950624791675e-06,0.0,0.1350000000000001,0.0,0.0,0.1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1.36,0.0,0.0,-9.7803253359,0.010530389463533279,0.01014690651082316,-9.770440420092756,0.0,0.0,0.0,-0.00017521997375799384,6.133868467900308e-05,-0.000210556305326947,3.1861720928167914e-06,9.574317315351392e-24,4.240252326610329e-06,0.0,0.1360000000000001,0.0,0.0,0.1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1.37,0.0,0.0,-9.7803253359,0.010324277720313885,0.009774159866090905,-9.77028775384268,0.0,0.0,0.0,0.00010186343432776464,-5.088268819008324e-05,-2.6880391274741806e-06,3.196622848489813e-06,9.705589553988155e-24,4.111612436216208e-06,0.0,0.13700000000000007,0.0,0.0,0.1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1.38,0.0,0.0,-9.7803253359,0.00965461166113557,0.010073345367818048,-9.769447710011326,0.0,0.0,0.0,-8.905925151783454e-05,0.0001511194018685569,-0.00010950367807201363,3.2033584404548513e-06,9.839062287298734e-24,3.984203099007874e-06,0.0,0.13800000000000007,0.0,0.0,0.1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1.39,0.0,0.0,-9.7803253359,0.009969158584624941,0.009901096170125533,-9.77005759458322,0.0,0.0,0.0,-0.00017394155826350104,-0.00018170427217544143,-0.00023721956640749599,3.2065208660876186e-06,9.974778680183243e-24,3.858184053667009e-06,0.0,0.13900000000000007,0.0,0.0,0.1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1.4,0.0,0.0,-9.7803253359,0.010684724742748009,0.010249637207273657,-9.770259016538686,0.0,0.0,0.0,0.00010178720075423959,3.714883305431805e-05,-4.967899706993614e-05,3.206255286102477e-06,1.0112782856428922e-23,3.733702723048085e-06,0.0,0.14000000000000007,0.0,0.0,0.1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
