ref_pos_x (m),ref_pos_y (m),ref_pos_z (m)
5.840310500934720039e-02,9.109126403927803040e-02,0.000000000000000000e+00
5.835995916277170181e-02,9.118147753179073334e-02,0.000000000000000000e+00
5.831667175516486168e-02,9.127162303775548935e-02,0.000000000000000000e+00
5.827324325218796730e-02,9.136170055717229843e-02,0.000000000000000000e+00
5.822967272251844406e-02,9.145170915871858597e-02,0.000000000000000000e+00
5.818596156314015388e-02,9.154164977371692657e-02,0.000000000000000000e+00
5.814210837706923485e-02,9.163152147084474564e-02,0.000000000000000000e+00
5.809811456128954887e-02,9.172132425010204315e-02,0.000000000000000000e+00
5.805397965013980865e-02,9.181105811148881912e-02,0.000000000000000000e+00
5.800970410928130150e-02,9.190072212368249893e-02,0.000000000000000000e+00
5.796528747305274010e-02,9.199031628668308258e-02,0.000000000000000000e+00
5.792073020711541176e-02,9.207984153181314468e-02,0.000000000000000000e+00
5.787603231146931648e-02,9.216929599642753601e-02,0.000000000000000000e+00
5.783119378611445427e-02,9.225867968052625656e-02,0.000000000000000000e+00
5.778621509671211243e-02,9.234799351543188095e-02,0.000000000000000000e+00
5.774109624326229095e-02,9.243723656982183456e-02,0.000000000000000000e+00
5.769583722576498985e-02,9.252640791237354279e-02,0.000000000000000000e+00
5.765043804422020912e-02,9.261550847440958023e-02,0.000000000000000000e+00
5.760489916428923607e-02,9.270453825592994690e-02,0.000000000000000000e+00
5.755922058597207069e-02,9.279349539428949356e-02,0.000000000000000000e+00
5.751340184360742569e-02,9.288238175213336945e-02,0.000000000000000000e+00
5.746744386851787567e-02,9.297119453549385071e-02,0.000000000000000000e+00
5.742134666070342064e-02,9.305993653833866119e-02,0.000000000000000000e+00
5.737510975450277328e-02,9.314860496670007706e-02,0.000000000000000000e+00
5.732873361557722092e-02,9.323720075190067291e-02,0.000000000000000000e+00
5.728221870958805084e-02,9.332572389394044876e-02,0.000000000000000000e+00
5.723556457087397575e-02,9.341417439281940460e-02,0.000000000000000000e+00
5.718877166509628296e-02,9.350255038589239120e-02,0.000000000000000000e+00
5.714183999225497246e-02,9.359085373580455780e-02,0.000000000000000000e+00
5.709476955235004425e-02,9.367908257991075516e-02,0.000000000000000000e+00
5.704756034538149834e-02,9.376723784953355789e-02,0.000000000000000000e+00
5.700021330267190933e-02,9.385531861335039139e-02,0.000000000000000000e+00
5.695272749289870262e-02,9.394332487136125565e-02,0.000000000000000000e+00
5.690510384738445282e-02,9.403125662356615067e-02,0.000000000000000000e+00
5.685734190046787262e-02,9.411911386996507645e-02,0.000000000000000000e+00
5.680944211781024933e-02,9.420689474791288376e-02,0.000000000000000000e+00
5.676140449941158295e-02,9.429460112005472183e-02,0.000000000000000000e+00
5.671322904527187347e-02,9.438223205506801605e-02,0.000000000000000000e+00
5.666491622105240822e-02,9.446978662163019180e-02,0.000000000000000000e+00
5.661646556109189987e-02,9.455726575106382370e-02,0.000000000000000000e+00
5.656787799671292305e-02,9.464466851204633713e-02,0.000000000000000000e+00
5.651915306225419044e-02,9.473199490457773209e-02,0.000000000000000000e+00
5.647029075771570206e-02,9.481924399733543396e-02,0.000000000000000000e+00
5.642129154875874519e-02,9.490641672164201736e-02,0.000000000000000000e+00
5.637215543538331985e-02,9.499351307749748230e-02,0.000000000000000000e+00
5.632288288325071335e-02,9.508053120225667953e-02,0.000000000000000000e+00
5.627347342669963837e-02,9.516747202724218369e-02,0.000000000000000000e+00
5.622392753139138222e-02,9.525433462113142014e-02,0.000000000000000000e+00
5.617424519732594490e-02,9.534111991524696350e-02,0.000000000000000000e+00
5.612442689016461372e-02,9.542782697826623917e-02,0.000000000000000000e+00
5.607447214424610138e-02,9.551445581018924713e-02,0.000000000000000000e+00
5.602438142523169518e-02,9.560100641101598740e-02,0.000000000000000000e+00
5.597415519878268242e-02,9.568747784942388535e-02,0.000000000000000000e+00
5.592379253357648849e-02,9.577387012541294098e-02,0.000000000000000000e+00
5.587329482659697533e-02,9.586018323898315430e-02,0.000000000000000000e+00
5.582266114652156830e-02,9.594641625881195068e-02,0.000000000000000000e+00
5.577189242467284203e-02,9.603257104754447937e-02,0.000000000000000000e+00
5.572098819538950920e-02,9.611864481121301651e-02,0.000000000000000000e+00
5.566994892433285713e-02,9.620463941246271133e-02,0.000000000000000000e+00
5.561877461150288582e-02,9.629055298864841461e-02,0.000000000000000000e+00
5.556746525689959526e-02,9.637638647109270096e-02,0.000000000000000000e+00
5.551602132618427277e-02,9.646213892847299576e-02,0.000000000000000000e+00
5.546444281935691833e-02,9.654781036078929901e-02,0.000000000000000000e+00
5.541272973641753197e-02,9.663340169936418533e-02,0.000000000000000000e+00
5.536088254302740097e-02,9.671891108155250549e-02,0.000000000000000000e+00
5.530890077352523804e-02,9.680433850735425949e-02,0.000000000000000000e+00
5.525678489357233047e-02,9.688968397676944733e-02,0.000000000000000000e+00
5.520453490316867828e-02,9.697494842112064362e-02,0.000000000000000000e+00
5.515215126797556877e-02,9.706012997776269913e-02,0.000000000000000000e+00
5.509963352233171463e-02,9.714522957801818848e-02,0.000000000000000000e+00
5.504698259755969048e-02,9.723024629056453705e-02,0.000000000000000000e+00
5.499419802799820900e-02,9.731518104672431946e-02,0.000000000000000000e+00
5.494128027930855751e-02,9.740003198385238647e-02,0.000000000000000000e+00
5.488822888582944870e-02,9.748479910194873810e-02,0.000000000000000000e+00
5.483504477888345718e-02,9.756948333233594894e-02,0.000000000000000000e+00
5.478172749280929565e-02,9.765408467501401901e-02,0.000000000000000000e+00
5.472827749326825142e-02,9.773860126733779907e-02,0.000000000000000000e+00
5.467469524592161179e-02,9.782303404062986374e-02,0.000000000000000000e+00
5.462097981944680214e-02,9.790738299489021301e-02,0.000000000000000000e+00
5.456713214516639709e-02,9.799164626747369766e-02,0.000000000000000000e+00
5.451315222308039665e-02,9.807582572102546692e-02,0.000000000000000000e+00
5.445904005318880081e-02,9.815992042422294617e-02,0.000000000000000000e+00
5.440479610115289688e-02,9.824392944574356079e-02,0.000000000000000000e+00
5.435041990131139755e-02,9.832785371690988541e-02,0.000000000000000000e+00
5.429591191932559013e-02,9.841169230639934540e-02,0.000000000000000000e+00
5.424127262085676193e-02,9.849544521421194077e-02,0.000000000000000000e+00
5.418650154024362564e-02,9.857911244034767151e-02,0.000000000000000000e+00
5.413159960880875587e-02,9.866269305348396301e-02,0.000000000000000000e+00
5.407656589522957802e-02,9.874618705362081528e-02,0.000000000000000000e+00
5.402140133082866669e-02,9.882959537208080292e-02,0.000000000000000000e+00
5.396610591560602188e-02,9.891291614621877670e-02,0.000000000000000000e+00
5.391067964956164360e-02,9.899615030735731125e-02,0.000000000000000000e+00
5.385512253269553185e-02,9.907929692417383194e-02,0.000000000000000000e+00
5.379943503066897392e-02,9.916235692799091339e-02,0.000000000000000000e+00
5.374361667782068253e-02,9.924532845616340637e-02,0.000000000000000000e+00
5.368766887113451958e-02,9.932821337133646011e-02,0.000000000000000000e+00
5.363159021362662315e-02,9.941100887954235077e-02,0.000000000000000000e+00
5.357538210228085518e-02,9.949371777474880219e-02,0.000000000000000000e+00
5.351904360577464104e-02,9.957633726298809052e-02,0.000000000000000000e+00
5.346257565543055534e-02,9.965886827558279037e-02,0.000000000000000000e+00
5.340597825124859810e-02,9.974131081253290176e-02,0.000000000000000000e+00
5.334925139322876930e-02,9.982366394251585007e-02,0.000000000000000000e+00
5.329239554703235626e-02,9.990592766553163528e-02,0.000000000000000000e+00
5.323540978133678436e-02,9.998810198158025742e-02,0.000000000000000000e+00
5.317829549312591553e-02,1.000701878219842911e-01,0.000000000000000000e+00
5.312105221673846245e-02,1.001521823927760124e-01,0.000000000000000000e+00
5.306368041783571243e-02,1.002340875566005707e-01,0.000000000000000000e+00
5.300618009641766548e-02,1.003159023821353912e-01,0.000000000000000000e+00
5.294855078682303429e-02,1.003976268693804741e-01,0.000000000000000000e+00
5.289079388603568077e-02,1.004792610183358192e-01,0.000000000000000000e+00
5.283290846273303032e-02,1.005608038976788521e-01,0.000000000000000000e+00
5.277489498257637024e-02,1.006422564387321472e-01,0.000000000000000000e+00
5.271675344556570053e-02,1.007236167788505554e-01,0.000000000000000000e+00
5.265848431736230850e-02,1.008048867806792259e-01,0.000000000000000000e+00
5.260008806362748146e-02,1.008860645815730095e-01,0.000000000000000000e+00
5.254156375303864479e-02,1.009671501815319061e-01,0.000000000000000000e+00
5.248291231691837311e-02,1.010481445118784904e-01,0.000000000000000000e+00
5.242413375526666641e-02,1.011290457099676132e-01,0.000000000000000000e+00
5.236522853374481201e-02,1.012098556384444237e-01,0.000000000000000000e+00
5.230619618669152260e-02,1.012905715033411980e-01,0.000000000000000000e+00
5.224703671410679817e-02,1.013711960986256599e-01,0.000000000000000000e+00
5.218775104731321335e-02,1.014517266303300858e-01,0.000000000000000000e+00
5.212833918631076813e-02,1.015321640297770500e-01,0.000000000000000000e+00
5.206880066543817520e-02,1.016125082969665527e-01,0.000000000000000000e+00
5.200913595035672188e-02,1.016927585005760193e-01,0.000000000000000000e+00
5.194934550672769547e-02,1.017729155719280243e-01,0.000000000000000000e+00
5.188942933455109596e-02,1.018529785796999931e-01,0.000000000000000000e+00
5.182938743382692337e-02,1.019329465925693512e-01,0.000000000000000000e+00
5.176921980455517769e-02,1.020128205418586731e-01,0.000000000000000000e+00
5.170892691239714622e-02,1.020926004275679588e-01,0.000000000000000000e+00
5.164850875735282898e-02,1.021722843870520592e-01,0.000000000000000000e+00
5.158796533942222595e-02,1.022518742829561234e-01,0.000000000000000000e+00
5.152729712426662445e-02,1.023313691839575768e-01,0.000000000000000000e+00
5.146650411188602448e-02,1.024107681587338448e-01,0.000000000000000000e+00
5.140558630228042603e-02,1.024900712072849274e-01,0.000000000000000000e+00
5.134454416111111641e-02,1.025692792609333992e-01,0.000000000000000000e+00
5.128337768837809563e-02,1.026483904570341110e-01,0.000000000000000000e+00
5.122208688408136368e-02,1.027274057269096375e-01,0.000000000000000000e+00
5.116067221388220787e-02,1.028063250705599785e-01,0.000000000000000000e+00
5.109913367778062820e-02,1.028851475566625595e-01,0.000000000000000000e+00
5.103747127577662468e-02,1.029638731852173805e-01,0.000000000000000000e+00
5.097568547353148460e-02,1.030425028875470161e-01,0.000000000000000000e+00
5.091377580538392067e-02,1.031210338696837425e-01,0.000000000000000000e+00
5.085174320265650749e-02,1.031994689255952835e-01,0.000000000000000000e+00
5.078958719968795776e-02,1.032778052613139153e-01,0.000000000000000000e+00
5.072730872780084610e-02,1.033560447394847870e-01,0.000000000000000000e+00
5.066490685567259789e-02,1.034341854974627495e-01,0.000000000000000000e+00
5.060238251462578773e-02,1.035122284665703773e-01,0.000000000000000000e+00
5.053973617032170296e-02,1.035901736468076706e-01,0.000000000000000000e+00
5.047696689143776894e-02,1.036680191755294800e-01,0.000000000000000000e+00
5.041407560929656029e-02,1.037457669153809547e-01,0.000000000000000000e+00
5.035106232389807701e-02,1.038234159350395203e-01,0.000000000000000000e+00
5.028792703524231911e-02,1.039009653031826019e-01,0.000000000000000000e+00
5.022466974332928658e-02,1.039784159511327744e-01,0.000000000000000000e+00
5.016129137948155403e-02,1.040557660162448883e-01,0.000000000000000000e+00
5.009779101237654686e-02,1.041330173611640930e-01,0.000000000000000000e+00
5.003417003899812698e-02,1.042101690545678139e-01,0.000000000000000000e+00
4.997042752802371979e-02,1.042872201651334763e-01,0.000000000000000000e+00
4.990656394511461258e-02,1.043641716241836548e-01,0.000000000000000000e+00
4.984258022159337997e-02,1.044410225003957748e-01,0.000000000000000000e+00
4.977847542613744736e-02,1.045177718624472618e-01,0.000000000000000000e+00
4.971425002440810204e-02,1.045944215729832649e-01,0.000000000000000000e+00
4.964990448206663132e-02,1.046709697693586349e-01,0.000000000000000000e+00
4.958543879911303520e-02,1.047474173828959465e-01,0.000000000000000000e+00
4.952085297554731369e-02,1.048237625509500504e-01,0.000000000000000000e+00
4.945614747703075409e-02,1.049000071361660957e-01,0.000000000000000000e+00
4.939132183790206909e-02,1.049761492758989334e-01,0.000000000000000000e+00
4.932637698948383331e-02,1.050521899014711380e-01,0.000000000000000000e+00
4.926131293177604675e-02,1.051281290128827095e-01,0.000000000000000000e+00
4.919612966477870941e-02,1.052039647474884987e-01,0.000000000000000000e+00
4.913082718849182129e-02,1.052796989679336548e-01,0.000000000000000000e+00
4.906540596857666969e-02,1.053553298115730286e-01,0.000000000000000000e+00
4.899986600503325462e-02,1.054308582097291946e-01,0.000000000000000000e+00
4.893420729786157608e-02,1.055062832310795784e-01,0.000000000000000000e+00
4.886843031272292137e-02,1.055816048756241798e-01,0.000000000000000000e+00
4.880253504961729050e-02,1.056568231433629990e-01,0.000000000000000000e+00
4.873652197420597076e-02,1.057319380342960358e-01,0.000000000000000000e+00
4.867039062082767487e-02,1.058069495484232903e-01,0.000000000000000000e+00
4.860414192080497742e-02,1.058818567544221878e-01,0.000000000000000000e+00
4.853777540847659111e-02,1.059566596522927284e-01,0.000000000000000000e+00
4.847129108384251595e-02,1.060313582420349121e-01,0.000000000000000000e+00
4.840469034388661385e-02,1.061059525236487389e-01,0.000000000000000000e+00
4.833797179162502289e-02,1.061804415658116341e-01,0.000000000000000000e+00
4.827113682404160500e-02,1.062548262998461723e-01,0.000000000000000000e+00
4.820418450981378555e-02,1.063291057944297791e-01,0.000000000000000000e+00
4.813711624592542648e-02,1.064032800495624542e-01,0.000000000000000000e+00
4.806993110105395317e-02,1.064773481339216232e-01,0.000000000000000000e+00
4.800263000652194023e-02,1.065513119101524353e-01,0.000000000000000000e+00
4.793521249666810036e-02,1.066251685842871666e-01,0.000000000000000000e+00
4.786767903715372086e-02,1.066989200189709663e-01,0.000000000000000000e+00
4.780003009364008904e-02,1.067725652828812599e-01,0.000000000000000000e+00
4.773226566612720490e-02,1.068461043760180473e-01,0.000000000000000000e+00
4.766438528895378113e-02,1.069195363670587540e-01,0.000000000000000000e+00
4.759639035910367966e-02,1.069928621873259544e-01,0.000000000000000000e+00
4.752827994525432587e-02,1.070660809054970741e-01,0.000000000000000000e+00
4.746005451306700706e-02,1.071391925215721130e-01,0.000000000000000000e+00
4.739171406254172325e-02,1.072121961042284966e-01,0.000000000000000000e+00
4.732325952500104904e-02,1.072850935161113739e-01,0.000000000000000000e+00
4.725469043478369713e-02,1.073578828945755959e-01,0.000000000000000000e+00
4.718600679188966751e-02,1.074305642396211624e-01,0.000000000000000000e+00
4.711720952764153481e-02,1.075031375512480736e-01,0.000000000000000000e+00
4.704829817637801170e-02,1.075756028294563293e-01,0.000000000000000000e+00
4.697927320376038551e-02,1.076479600742459297e-01,0.000000000000000000e+00
4.691013414412736893e-02,1.077202083542943001e-01,0.000000000000000000e+00
4.684088239446282387e-02,1.077923476696014404e-01,0.000000000000000000e+00
4.677151702344417572e-02,1.078643789514899254e-01,0.000000000000000000e+00
4.670203849673271179e-02,1.079363003373146057e-01,0.000000000000000000e+00
4.663244727998971939e-02,1.080081136897206306e-01,0.000000000000000000e+00
4.656274337321519852e-02,1.080798162147402763e-01,0.000000000000000000e+00
4.649292677640914917e-02,1.081514097750186920e-01,0.000000000000000000e+00
4.642299795523285866e-02,1.082228943705558777e-01,0.000000000000000000e+00
4.635295644402503967e-02,1.082942681387066841e-01,0.000000000000000000e+00
4.628280363976955414e-02,1.083655320107936859e-01,0.000000000000000000e+00
4.621253861114382744e-02,1.084366850554943085e-01,0.000000000000000000e+00
4.614216182380914688e-02,1.085077282041311264e-01,0.000000000000000000e+00
4.607167374342679977e-02,1.085786614567041397e-01,0.000000000000000000e+00
4.600107436999678612e-02,1.086494829505681992e-01,0.000000000000000000e+00
4.593036370351910591e-02,1.087201936170458794e-01,0.000000000000000000e+00
4.585954174399375916e-02,1.087907925248146057e-01,0.000000000000000000e+00
4.578860942274332047e-02,1.088612815365195274e-01,0.000000000000000000e+00
4.571756627410650253e-02,1.089316578581929207e-01,0.000000000000000000e+00
4.564641276374459267e-02,1.090019224211573601e-01,0.000000000000000000e+00
4.557514889165759087e-02,1.090720761567354202e-01,0.000000000000000000e+00
4.550377465784549713e-02,1.091421172022819519e-01,0.000000000000000000e+00
4.543229099363088608e-02,1.092120455577969551e-01,0.000000000000000000e+00
4.536069743335247040e-02,1.092818621546030045e-01,0.000000000000000000e+00
4.528899397701025009e-02,1.093515660613775253e-01,0.000000000000000000e+00
4.521718155592679977e-02,1.094211582094430923e-01,0.000000000000000000e+00
4.514525970444083214e-02,1.094906358048319817e-01,0.000000000000000000e+00
4.507322888821363449e-02,1.095600016415119171e-01,0.000000000000000000e+00
4.500108910724520683e-02,1.096292538568377495e-01,0.000000000000000000e+00
4.492884036153554916e-02,1.096983924508094788e-01,0.000000000000000000e+00
4.485648358240723610e-02,1.097674174234271049e-01,0.000000000000000000e+00
4.478401830419898033e-02,1.098363287746906281e-01,0.000000000000000000e+00
4.471144452691078186e-02,1.099051265046000481e-01,0.000000000000000000e+00
4.463876318186521530e-02,1.099738096818327904e-01,0.000000000000000000e+00
4.456597380340099335e-02,1.100423792377114296e-01,0.000000000000000000e+00
4.449307732284069061e-02,1.101108333095908165e-01,0.000000000000000000e+00
4.442007280886173248e-02,1.101791737601161003e-01,0.000000000000000000e+00
4.434696119278669357e-02,1.102473987266421318e-01,0.000000000000000000e+00
4.427374247461557388e-02,1.103155091404914856e-01,0.000000000000000000e+00
4.420041712000966072e-02,1.103835050016641617e-01,0.000000000000000000e+00
4.412698466330766678e-02,1.104513844475150108e-01,0.000000000000000000e+00
4.405344603583216667e-02,1.105191493406891823e-01,0.000000000000000000e+00
4.397980077192187309e-02,1.105867987498641014e-01,0.000000000000000000e+00
4.390604980289936066e-02,1.106543317437171936e-01,0.000000000000000000e+00
4.383219219744205475e-02,1.107217492535710335e-01,0.000000000000000000e+00
4.375822935253381729e-02,1.107890503481030464e-01,0.000000000000000000e+00
4.368416033685207367e-02,1.108562350273132324e-01,0.000000000000000000e+00
4.360998608171939850e-02,1.109233042225241661e-01,0.000000000000000000e+00
4.353570705279707909e-02,1.109902560710906982e-01,0.000000000000000000e+00
4.346132231876254082e-02,1.110570915043354034e-01,0.000000000000000000e+00
4.338683281093835831e-02,1.111238095909357071e-01,0.000000000000000000e+00
4.331223899498581886e-02,1.111904103308916092e-01,0.000000000000000000e+00
4.323754040524363518e-02,1.112568946555256844e-01,0.000000000000000000e+00
4.316273704171180725e-02,1.113232607021927834e-01,0.000000000000000000e+00
4.308783030137419701e-02,1.113895103335380554e-01,0.000000000000000000e+00
4.301281878724694252e-02,1.114556407555937767e-01,0.000000000000000000e+00
4.293770389631390572e-02,1.115216547623276711e-01,0.000000000000000000e+00
4.286248562857508659e-02,1.115875495597720146e-01,0.000000000000000000e+00
4.278716351836919785e-02,1.116533270105719566e-01,0.000000000000000000e+00
4.271173849701881409e-02,1.117189852520823479e-01,0.000000000000000000e+00
4.263621056452393532e-02,1.117845252156257629e-01,0.000000000000000000e+00
4.256057925522327423e-02,1.118499469012022018e-01,0.000000000000000000e+00
4.248484550043940544e-02,1.119152484461665154e-01,0.000000000000000000e+00
4.240900930017232895e-02,1.119804326444864273e-01,0.000000000000000000e+00
4.233307112008333206e-02,1.120454967021942139e-01,0.000000000000000000e+00
4.225703049451112747e-02,1.121104415506124496e-01,0.000000000000000000e+00
4.218088788911700249e-02,1.121752662584185600e-01,0.000000000000000000e+00
4.210464376956224442e-02,1.122399717569351196e-01,0.000000000000000000e+00
4.202829767018556595e-02,1.123045580461621284e-01,0.000000000000000000e+00
4.195185052230954170e-02,1.123690232634544373e-01,0.000000000000000000e+00
4.187530232593417168e-02,1.124333692714571953e-01,0.000000000000000000e+00
4.179865308105945587e-02,1.124975942075252533e-01,0.000000000000000000e+00
4.172190278768539429e-02,1.125616990029811859e-01,0.000000000000000000e+00
4.164505237713456154e-02,1.126256836578249931e-01,0.000000000000000000e+00
4.156810091808438301e-02,1.126895463094115257e-01,0.000000000000000000e+00
4.149104980751872063e-02,1.127532888203859329e-01,0.000000000000000000e+00
4.141389857977628708e-02,1.128169102594256401e-01,0.000000000000000000e+00
4.133664723485708237e-02,1.128804106265306473e-01,0.000000000000000000e+00
4.125929623842239380e-02,1.129437889903783798e-01,0.000000000000000000e+00
4.118184605613350868e-02,1.130070462822914124e-01,0.000000000000000000e+00
4.110429668799042702e-02,1.130701815709471703e-01,0.000000000000000000e+00
4.102664766833186150e-02,1.131331948563456535e-01,0.000000000000000000e+00
4.094890039414167404e-02,1.131960861384868622e-01,0.000000000000000000e+00
4.087105393409729004e-02,1.132588554173707962e-01,0.000000000000000000e+00
4.079310921952128410e-02,1.133215017616748810e-01,0.000000000000000000e+00
4.071506625041365623e-02,1.133840261027216911e-01,0.000000000000000000e+00
4.063692502677440643e-02,1.134464275091886520e-01,0.000000000000000000e+00
4.055868601426482201e-02,1.135087069123983383e-01,0.000000000000000000e+00
4.048034921288490295e-02,1.135708624497056007e-01,0.000000000000000000e+00
4.040191508829593658e-02,1.136328950524330139e-01,0.000000000000000000e+00
4.032338317483663559e-02,1.136948047205805779e-01,0.000000000000000000e+00
4.024475440382957458e-02,1.137565905228257179e-01,0.000000000000000000e+00
4.016602877527475357e-02,1.138182524591684341e-01,0.000000000000000000e+00
4.008720582351088524e-02,1.138797914609313011e-01,0.000000000000000000e+00
4.000828694552183151e-02,1.139412065967917442e-01,0.000000000000000000e+00
3.992927120998501778e-02,1.140024969354271889e-01,0.000000000000000000e+00
3.985015954822301865e-02,1.140636634081602097e-01,0.000000000000000000e+00
3.977095196023583412e-02,1.141247060149908066e-01,0.000000000000000000e+00
3.969164844602346420e-02,1.141856228932738304e-01,0.000000000000000000e+00
3.961224947124719620e-02,1.142464159056544304e-01,0.000000000000000000e+00
3.953275503590703011e-02,1.143070841208100319e-01,0.000000000000000000e+00
3.945316560566425323e-02,1.143676275387406349e-01,0.000000000000000000e+00
3.937348071485757828e-02,1.144280461594462395e-01,0.000000000000000000e+00
3.929370129480957985e-02,1.144883390516042709e-01,0.000000000000000000e+00
3.921382734552025795e-02,1.145485062152147293e-01,0.000000000000000000e+00
3.913385886698961258e-02,1.146085485816001892e-01,0.000000000000000000e+00
3.905379632487893105e-02,1.146684652194380760e-01,0.000000000000000000e+00
3.897363971918821335e-02,1.147282551974058151e-01,0.000000000000000000e+00
3.889338904991745949e-02,1.147879203781485558e-01,0.000000000000000000e+00
3.881304478272795677e-02,1.148474579676985741e-01,0.000000000000000000e+00
3.873260738328099251e-02,1.149068707600235939e-01,0.000000000000000000e+00
3.865207638591527939e-02,1.149661559611558914e-01,0.000000000000000000e+00
3.857145272195339203e-02,1.150253154337406158e-01,0.000000000000000000e+00
3.849073592573404312e-02,1.150843473151326180e-01,0.000000000000000000e+00
3.840992692857980728e-02,1.151432534679770470e-01,0.000000000000000000e+00
3.832902526482939720e-02,1.152020320296287537e-01,0.000000000000000000e+00
3.824803093448281288e-02,1.152606830000877380e-01,0.000000000000000000e+00
3.816694533452391624e-02,1.153192073106765747e-01,0.000000000000000000e+00
3.808576753363013268e-02,1.153776040300726891e-01,0.000000000000000000e+00
3.800449799746274948e-02,1.154358731582760811e-01,0.000000000000000000e+00
3.792313719168305397e-02,1.154940137639641762e-01,0.000000000000000000e+00
3.784168511629104614e-02,1.155520277097821236e-01,0.000000000000000000e+00
3.776014177128672600e-02,1.156099131330847740e-01,0.000000000000000000e+00
3.767850808799266815e-02,1.156676700338721275e-01,0.000000000000000000e+00
3.759678360074758530e-02,1.157252993434667587e-01,0.000000000000000000e+00
3.751496830955147743e-02,1.157828001305460930e-01,0.000000000000000000e+00
3.743306314572691917e-02,1.158401714637875557e-01,0.000000000000000000e+00
3.735106810927391052e-02,1.158974152058362961e-01,0.000000000000000000e+00
3.726898320019245148e-02,1.159545294940471649e-01,0.000000000000000000e+00
3.718680841848254204e-02,1.160115143284201622e-01,0.000000000000000000e+00
3.710454422980546951e-02,1.160683706402778625e-01,0.000000000000000000e+00
3.702219109982252121e-02,1.161250974982976913e-01,0.000000000000000000e+00
3.693974902853369713e-02,1.161816949024796486e-01,0.000000000000000000e+00
3.685721801593899727e-02,1.162381628528237343e-01,0.000000000000000000e+00
3.677459806203842163e-02,1.162945013493299484e-01,0.000000000000000000e+00
3.669189009815454483e-02,1.163507094606757164e-01,0.000000000000000000e+00
3.660909365862607956e-02,1.164067881181836128e-01,0.000000000000000000e+00
3.652620967477560043e-02,1.164627363905310631e-01,0.000000000000000000e+00
3.644323768094182014e-02,1.165185542777180672e-01,0.000000000000000000e+00
3.636017814278602600e-02,1.165742417797446251e-01,0.000000000000000000e+00
3.627703106030821800e-02,1.166297988966107368e-01,0.000000000000000000e+00
3.619379689916968346e-02,1.166852246969938278e-01,0.000000000000000000e+00
3.611047565937042236e-02,1.167405201122164726e-01,0.000000000000000000e+00
3.602706780657172203e-02,1.167956851422786713e-01,0.000000000000000000e+00
3.594357380643486977e-02,1.168507188558578491e-01,0.000000000000000000e+00
3.585999272763729095e-02,1.169056212529540062e-01,0.000000000000000000e+00
3.577632596716284752e-02,1.169603914022445679e-01,0.000000000000000000e+00
3.569257305935025215e-02,1.170150311663746834e-01,0.000000000000000000e+00
3.560873446986079216e-02,1.170695386826992035e-01,0.000000000000000000e+00
3.552481066435575485e-02,1.171239148825407028e-01,0.000000000000000000e+00
3.544080117717385292e-02,1.171781588345766068e-01,0.000000000000000000e+00
3.535670693963766098e-02,1.172322714701294899e-01,0.000000000000000000e+00
3.527252748608589172e-02,1.172862509265542030e-01,0.000000000000000000e+00
3.518826328217983246e-02,1.173400990664958954e-01,0.000000000000000000e+00
3.510391479358077049e-02,1.173938140273094177e-01,0.000000000000000000e+00
3.501948202028870583e-02,1.174473967403173447e-01,0.000000000000000000e+00
3.493496542796492577e-02,1.175008472055196762e-01,0.000000000000000000e+00
3.485036455094814301e-02,1.175541644915938377e-01,0.000000000000000000e+00
3.476568032056093216e-02,1.176073485985398293e-01,0.000000000000000000e+00
3.468091227114200592e-02,1.176603995263576508e-01,0.000000000000000000e+00
3.459606133401393890e-02,1.177133172750473022e-01,0.000000000000000000e+00
3.451112750917673111e-02,1.177661018446087837e-01,0.000000000000000000e+00
3.442611033096909523e-02,1.178187532350420952e-01,0.000000000000000000e+00
3.434101119637489319e-02,1.178712705150246620e-01,0.000000000000000000e+00
3.425582917407155037e-02,1.179236546158790588e-01,0.000000000000000000e+00
3.417056519538164139e-02,1.179759036749601364e-01,0.000000000000000000e+00
3.408521926030516624e-02,1.180280195549130440e-01,0.000000000000000000e+00
3.399979136884212494e-02,1.180800013244152069e-01,0.000000000000000000e+00
3.391428198665380478e-02,1.181318489834666252e-01,0.000000000000000000e+00
3.382869157940149307e-02,1.181835625320672989e-01,0.000000000000000000e+00
3.374301968142390251e-02,1.182351410388946533e-01,0.000000000000000000e+00
3.365726722404360771e-02,1.182865845039486885e-01,0.000000000000000000e+00
3.357143374159932137e-02,1.183378938585519791e-01,0.000000000000000000e+00
3.348551969975233078e-02,1.183890681713819504e-01,0.000000000000000000e+00
3.339952556416392326e-02,1.184401074424386024e-01,0.000000000000000000e+00
3.331345133483409882e-02,1.184910116717219353e-01,0.000000000000000000e+00
3.322729747742414474e-02,1.185417808592319489e-01,0.000000000000000000e+00
3.314106399193406105e-02,1.185924140736460686e-01,0.000000000000000000e+00
3.305475041270256042e-02,1.186429122462868690e-01,0.000000000000000000e+00
3.296835813671350479e-02,1.186932744458317757e-01,0.000000000000000000e+00
3.288188716396689415e-02,1.187435006722807884e-01,0.000000000000000000e+00
3.279533702880144119e-02,1.187935918569564819e-01,0.000000000000000000e+00
3.270870819687843323e-02,1.188435461372137070e-01,0.000000000000000000e+00
3.262200113385915756e-02,1.188933644443750381e-01,0.000000000000000000e+00
3.253521583974361420e-02,1.189430467784404755e-01,0.000000000000000000e+00
3.244835278019309044e-02,1.189925931394100189e-01,0.000000000000000000e+00
