ref_vel_x (m/s),ref_vel_y (m/s),ref_vel_z (m/s)
-9.315009019804738541e-03,3.637390130430934610e-03,0.000000000000000000e+00
-9.320711124581727500e-03,3.622753667046443513e-03,0.000000000000000000e+00
-9.326390231430559119e-03,3.608108264877406095e-03,0.000000000000000000e+00
-9.332046326338603801e-03,3.593453960059896524e-03,0.000000000000000000e+00
-9.337679395350011180e-03,3.578790788751954905e-03,0.000000000000000000e+00
-9.343289424565741352e-03,3.564118787133499673e-03,0.000000000000000000e+00
-9.348876400143606505e-03,3.549437991406235657e-03,0.000000000000000000e+00
-9.354440308298296938e-03,3.534748437793566907e-03,0.000000000000000000e+00
-9.359981135301424435e-03,3.520050162540506924e-03,0.000000000000000000e+00
-9.365498867481550013e-03,3.505343201913588887e-03,0.000000000000000000e+00
-9.370993491224215155e-03,3.490627592200775883e-03,0.000000000000000000e+00
-9.376464992971985171e-03,3.475903369711371566e-03,0.000000000000000000e+00
-9.381913359224471755e-03,3.461170570775932986e-03,0.000000000000000000e+00
-9.387338576538372878e-03,3.446429231746175187e-03,0.000000000000000000e+00
-9.392740631527504019e-03,3.431679388994887930e-03,0.000000000000000000e+00
-9.398119510862831122e-03,3.416921078915840723e-03,0.000000000000000000e+00
-9.403475201272505288e-03,3.402154337923697820e-03,0.000000000000000000e+00
-9.408807689541890534e-03,3.387379202453924543e-03,0.000000000000000000e+00
-9.414116962513605427e-03,3.372595708962698377e-03,0.000000000000000000e+00
-9.419403007087543897e-03,3.357803893926820070e-03,0.000000000000000000e+00
-9.424665810220918608e-03,3.343003793843622989e-03,0.000000000000000000e+00
-9.429905358928285242e-03,3.328195445230882482e-03,0.000000000000000000e+00
-9.435121640281578931e-03,3.313378884626727843e-03,0.000000000000000000e+00
-9.440314641410142010e-03,3.298554148589548200e-03,0.000000000000000000e+00
-9.445484349500760449e-03,3.283721273697906649e-03,0.000000000000000000e+00
-9.450630751797695073e-03,3.268880296550447009e-03,0.000000000000000000e+00
-9.455753835602707588e-03,3.254031253765805789e-03,0.000000000000000000e+00
-9.460853588275102213e-03,3.239174181982519378e-03,0.000000000000000000e+00
-9.465929997231743026e-03,3.224309117858936008e-03,0.000000000000000000e+00
-9.470983049947095597e-03,3.209436098073123380e-03,0.000000000000000000e+00
-9.476012733953253012e-03,3.194555159322778892e-03,0.000000000000000000e+00
-9.481019036839974032e-03,3.179666338325140736e-03,0.000000000000000000e+00
-9.486001946254702180e-03,3.164769671816893785e-03,0.000000000000000000e+00
-9.490961449902603903e-03,3.149865196554081995e-03,0.000000000000000000e+00
-9.495897535546594589e-03,3.134952949312017328e-03,0.000000000000000000e+00
-9.500810191007376740e-03,3.120032966885185645e-03,0.000000000000000000e+00
-9.505699404163460778e-03,3.105105286087162138e-03,0.000000000000000000e+00
-9.510565162951198012e-03,3.090169943750514184e-03,0.000000000000000000e+00
-9.515407455364813596e-03,3.075226976726715047e-03,0.000000000000000000e+00
-9.520226269456430815e-03,3.060276421886050195e-03,0.000000000000000000e+00
-9.525021593336107512e-03,3.045318316117527537e-03,0.000000000000000000e+00
-9.529793415171855173e-03,3.030352696328785910e-03,0.000000000000000000e+00
-9.534541723189680559e-03,3.015379599446004442e-03,0.000000000000000000e+00
-9.539266505673606525e-03,3.000399062413811047e-03,0.000000000000000000e+00
-9.543967750965698035e-03,2.985411122195192214e-03,0.000000000000000000e+00
-9.548645447466102068e-03,2.970415815771400639e-03,0.000000000000000000e+00
-9.553299583633068429e-03,2.955413180141863716e-03,0.000000000000000000e+00
-9.557930147982977506e-03,2.940403252324094198e-03,0.000000000000000000e+00
-9.562537129090371499e-03,2.925386069353596089e-03,0.000000000000000000e+00
-9.567120515587983903e-03,2.910361668283775738e-03,0.000000000000000000e+00
-9.571680296166762067e-03,2.895330086185849902e-03,0.000000000000000000e+00
-9.576216459575903617e-03,2.880291360148752502e-03,0.000000000000000000e+00
-9.580728994622875541e-03,2.865245527279045284e-03,0.000000000000000000e+00
-9.585217890173443681e-03,2.850192624700824580e-03,0.000000000000000000e+00
-9.589683135151705687e-03,2.835132689555632402e-03,0.000000000000000000e+00
-9.594124718540115310e-03,2.820065759002360600e-03,0.000000000000000000e+00
-9.598542629379504948e-03,2.804991870217162821e-03,0.000000000000000000e+00
-9.602936856769120344e-03,2.789911060393361272e-03,0.000000000000000000e+00
-9.607307389866641401e-03,2.774823366741355213e-03,0.000000000000000000e+00
-9.611654217888211671e-03,2.759728826488529012e-03,0.000000000000000000e+00
-9.615977330108466115e-03,2.744627476879160210e-03,0.000000000000000000e+00
-9.620276715860553648e-03,2.729519355174326711e-03,0.000000000000000000e+00
-9.624552364536170107e-03,2.714404498651818310e-03,0.000000000000000000e+00
-9.628804265585573854e-03,2.699282944606040853e-03,0.000000000000000000e+00
-9.633032408517623948e-03,2.684154730347925160e-03,0.000000000000000000e+00
-9.637236782899797488e-03,2.669019893204835955e-03,0.000000000000000000e+00
-9.641417378358219104e-03,2.653878470520479923e-03,0.000000000000000000e+00
-9.645574184577685242e-03,2.638730499654812472e-03,0.000000000000000000e+00
-9.649707191301688455e-03,2.623576017983944488e-03,0.000000000000000000e+00
-9.653816388332445153e-03,2.608415062900055169e-03,0.000000000000000000e+00
-9.657901765530923360e-03,2.593247671811293141e-03,0.000000000000000000e+00
-9.661963312816856594e-03,2.578073882141687125e-03,0.000000000000000000e+00
-9.666001020168783764e-03,2.562893731331056160e-03,0.000000000000000000e+00
-9.670014877624063046e-03,2.547707256834913763e-03,0.000000000000000000e+00
-9.674004875278899643e-03,2.532514496124373821e-03,0.000000000000000000e+00
-9.677971003288370067e-03,2.517315486686065151e-03,0.000000000000000000e+00
-9.681913251866448161e-03,2.502110266022031758e-03,0.000000000000000000e+00
-9.685831611286029388e-03,2.486898871649644797e-03,0.000000000000000000e+00
-9.689726071878949909e-03,2.471681341101507594e-03,0.000000000000000000e+00
-9.693596624036014339e-03,2.456457711925363278e-03,0.000000000000000000e+00
-9.697443258207021771e-03,2.441228021684004133e-03,0.000000000000000000e+00
-9.701265964900783120e-03,2.425992307955176629e-03,0.000000000000000000e+00
-9.705064734685150615e-03,2.410750608331490782e-03,0.000000000000000000e+00
-9.708839558187036881e-03,2.395502960420323874e-03,0.000000000000000000e+00
-9.712590426092440957e-03,2.380249401843731981e-03,0.000000000000000000e+00
-9.716317329146470852e-03,2.364989970238355003e-03,0.000000000000000000e+00
-9.720020258153359155e-03,2.349724703255322983e-03,0.000000000000000000e+00
-9.723699203976499464e-03,2.334453638560165037e-03,0.000000000000000000e+00
-9.727354157538458529e-03,2.319176813832715244e-03,0.000000000000000000e+00
-9.730985109821002274e-03,2.303894266767019406e-03,0.000000000000000000e+00
-9.734592051865114878e-03,2.288606035071244407e-03,0.000000000000000000e+00
-9.738174974771028267e-03,2.273312156467580634e-03,0.000000000000000000e+00
-9.741733869698234252e-03,2.258012668692154380e-03,0.000000000000000000e+00
-9.745268727865514027e-03,2.242707609494930688e-03,0.000000000000000000e+00
-9.748779540550955511e-03,2.227397016639621856e-03,0.000000000000000000e+00
-9.752266299091979368e-03,2.212080927903592887e-03,0.000000000000000000e+00
-9.755728994885354624e-03,2.196759381077771286e-03,0.000000000000000000e+00
-9.759167619387222950e-03,2.181432413966549917e-03,0.000000000000000000e+00
-9.762582164113121214e-03,2.166100064387697227e-03,0.000000000000000000e+00
-9.765972620637997093e-03,2.150762370172260973e-03,0.000000000000000000e+00
-9.769338980596240299e-03,2.135419369164477579e-03,0.000000000000000000e+00
-9.772681235681689518e-03,2.120071099221676296e-03,0.000000000000000000e+00
-9.775999377647663635e-03,2.104717598214187694e-03,0.000000000000000000e+00
-9.779293398306977345e-03,2.089358904025249552e-03,0.000000000000000000e+00
-9.782563289531960235e-03,2.073995054550912751e-03,0.000000000000000000e+00
-9.785809043254482809e-03,2.058626087699948464e-03,0.000000000000000000e+00
-9.789030651465968624e-03,2.043252041393754485e-03,0.000000000000000000e+00
-9.792228106217422054e-03,2.027872953566262852e-03,0.000000000000000000e+00
-9.795401399619440425e-03,2.012488862163842700e-03,0.000000000000000000e+00
-9.798550523842236570e-03,1.997099805145210929e-03,0.000000000000000000e+00
-9.801675471115661384e-03,1.981705820481335489e-03,0.000000000000000000e+00
-9.804776233729214224e-03,1.966306946155343873e-03,0.000000000000000000e+00
-9.807852804032077612e-03,1.950903220162427060e-03,0.000000000000000000e+00
-9.810905174433113760e-03,1.935494680509748438e-03,0.000000000000000000e+00
-9.813933337400907939e-03,1.920081365216347313e-03,0.000000000000000000e+00
-9.816937285463766746e-03,1.904663312313047401e-03,0.000000000000000000e+00
-9.819917011209744126e-03,1.889240559842361201e-03,0.000000000000000000e+00
-9.822872507286667387e-03,1.873813145858397406e-03,0.000000000000000000e+00
-9.825803766402142411e-03,1.858381108426766576e-03,0.000000000000000000e+00
-9.828710781323576201e-03,1.842944485624486810e-03,0.000000000000000000e+00
-9.831593544878201169e-03,1.827503315539890510e-03,0.000000000000000000e+00
-9.834452049953083808e-03,1.812057636272530053e-03,0.000000000000000000e+00
-9.837286289495147246e-03,1.796607485933083030e-03,0.000000000000000000e+00
-9.840096256511186856e-03,1.781152902643260089e-03,0.000000000000000000e+00
-9.842881944067891076e-03,1.765693924535709312e-03,0.000000000000000000e+00
-9.845643345291846607e-03,1.750230589753921885e-03,0.000000000000000000e+00
-9.848380453369576584e-03,1.734762936452139727e-03,0.000000000000000000e+00
-9.851093261547535368e-03,1.719291002795259428e-03,0.000000000000000000e+00
-9.853781763132141505e-03,1.703814826958739443e-03,0.000000000000000000e+00
-9.856445951489781199e-03,1.688334447128505330e-03,0.000000000000000000e+00
-9.859085820046836063e-03,1.672849901500855210e-03,0.000000000000000000e+00
-9.861701362289691797e-03,1.657361228282366091e-03,0.000000000000000000e+00
-9.864292571764760736e-03,1.641868465689799760e-03,0.000000000000000000e+00
-9.866859442078487058e-03,1.626371651950007588e-03,0.000000000000000000e+00
-9.869401966897378004e-03,1.610870825299837291e-03,0.000000000000000000e+00
-9.871920139948002146e-03,1.595366023986037303e-03,0.000000000000000000e+00
-9.874413955017020614e-03,1.579857286265163533e-03,0.000000000000000000e+00
-9.876883405951190562e-03,1.564344650403485257e-03,0.000000000000000000e+00
-9.879328486657389455e-03,1.548828154676889059e-03,0.000000000000000000e+00
-9.881749191102622010e-03,1.533307837370785588e-03,0.000000000000000000e+00
-9.884145513314041009e-03,1.517783736780014799e-03,0.000000000000000000e+00
-9.886517447378961182e-03,1.502255891208752279e-03,0.000000000000000000e+00
-9.888864987444867874e-03,1.486724338970412968e-03,0.000000000000000000e+00
-9.891188127719443071e-03,1.471189118387558137e-03,0.000000000000000000e+00
-9.893486862470565399e-03,1.455650267791800193e-03,0.000000000000000000e+00
-9.895761186026337877e-03,1.440107825523708135e-03,0.000000000000000000e+00
-9.898011092775091391e-03,1.424561829932713885e-03,0.000000000000000000e+00
-9.900236577165407240e-03,1.409012319377015788e-03,0.000000000000000000e+00
-9.902437633706120609e-03,1.393459332223485371e-03,0.000000000000000000e+00
-9.904614256966346592e-03,1.377902906847572372e-03,0.000000000000000000e+00
-9.906766441575481918e-03,1.362343081633209975e-03,0.000000000000000000e+00
-9.908894182223224045e-03,1.346779894972720054e-03,0.000000000000000000e+00
-9.910997473659586762e-03,1.331213385266718846e-03,0.000000000000000000e+00
-9.913076310694907134e-03,1.315643590924021541e-03,0.000000000000000000e+00
-9.915130688199859377e-03,1.300070550361547960e-03,0.000000000000000000e+00
-9.917160601105473941e-03,1.284494302004227356e-03,0.000000000000000000e+00
-9.919166044403139246e-03,1.268914884284904742e-03,0.000000000000000000e+00
-9.921147013144627699e-03,1.253332335644243966e-03,0.000000000000000000e+00
-9.923103502442090496e-03,1.237746694530634899e-03,0.000000000000000000e+00
-9.925035507468090573e-03,1.222157999400098026e-03,0.000000000000000000e+00
-9.926943023455590473e-03,1.206566288716188822e-03,0.000000000000000000e+00
-9.928826045697992236e-03,1.190971600949903642e-03,0.000000000000000000e+00
-9.930684569549120058e-03,1.175373974579583874e-03,0.000000000000000000e+00
-9.932518590423253246e-03,1.159773448090822270e-03,0.000000000000000000e+00
-9.934328103795127957e-03,1.144170059976367315e-03,0.000000000000000000e+00
-9.936113105199945866e-03,1.128563848736027818e-03,0.000000000000000000e+00
-9.937873590233400195e-03,1.112954852876578806e-03,0.000000000000000000e+00
-9.939609554551663562e-03,1.097343110911665892e-03,0.000000000000000000e+00
-9.941320993871419209e-03,1.081728661361710522e-03,0.000000000000000000e+00
-9.943007903969859271e-03,1.066111542753814777e-03,0.000000000000000000e+00
-9.944670280684700381e-03,1.050491793621666182e-03,0.000000000000000000e+00
-9.946308119914197554e-03,1.034869452505443382e-03,0.000000000000000000e+00
-9.947921417617138981e-03,1.019244557951719645e-03,0.000000000000000000e+00
-9.949510169812878987e-03,1.003617148513369188e-03,0.000000000000000000e+00
-9.951074372581324157e-03,9.879872627494715523e-04,0.000000000000000000e+00
-9.952614022062964555e-03,9.723549392252159741e-04,0.000000000000000000e+00
-9.954129114458863323e-03,9.567202165118067351e-04,0.000000000000000000e+00
-9.955619646030684430e-03,9.410831331863680777e-04,0.000000000000000000e+00
-9.957085613100687474e-03,9.254437278318486870e-04,0.000000000000000000e+00
-9.958527012051745023e-03,9.098020390369264973e-04,0.000000000000000000e+00
-9.959943839327347823e-03,8.941581053959136082e-04,0.000000000000000000e+00
-9.961336091431616940e-03,8.785119655086614165e-04,0.000000000000000000e+00
-9.962703764929305497e-03,8.628636579804645559e-04,0.000000000000000000e+00
-9.964046856445819486e-03,8.472132214219663549e-04,0.000000000000000000e+00
-9.965365362667210833e-03,8.315606944490632098e-04,0.000000000000000000e+00
-9.966659280340198213e-03,8.159061156828097171e-04,0.000000000000000000e+00
-9.967928606272167050e-03,8.002495237493225050e-04,0.000000000000000000e+00
-9.969173337331181661e-03,7.845909572796857991e-04,0.000000000000000000e+00
-9.970393470445993930e-03,7.689304549098561212e-04,0.000000000000000000e+00
-9.971589002606046775e-03,7.532680552805657952e-04,0.000000000000000000e+00
-9.972759930861481090e-03,7.376037970372294889e-04,0.000000000000000000e+00
-9.973906252323147884e-03,7.219377188298468527e-04,0.000000000000000000e+00
-9.975027964162613489e-03,7.062698593129088445e-04,0.000000000000000000e+00
-9.976125063612166499e-03,6.906002571453011274e-04,0.000000000000000000e+00
-9.977197547964822971e-03,6.749289509902094185e-04,0.000000000000000000e+00
-9.978245414574333366e-03,6.592559795150239712e-04,0.000000000000000000e+00
-9.979268660855191223e-03,6.435813813912436227e-04,0.000000000000000000e+00
-9.980267284282636625e-03,6.279051952943812522e-04,0.000000000000000000e+00
-9.981241282392668349e-03,6.122274599038677202e-04,0.000000000000000000e+00
-9.982190652782043858e-03,5.965482139029566755e-04,0.000000000000000000e+00
-9.983115393108281041e-03,5.808674959786289289e-04,0.000000000000000000e+00
-9.984015501089679029e-03,5.651853448214971517e-04,0.000000000000000000e+00
-9.984890974505311254e-03,5.495017991257104654e-04,0.000000000000000000e+00
-9.985741811195030654e-03,5.338168975888587077e-04,0.000000000000000000e+00
-9.986568009059485287e-03,5.181306789118774554e-04,0.000000000000000000e+00
-9.987369566060111392e-03,5.024431817989517476e-04,0.000000000000000000e+00
-9.988146480219150733e-03,4.867544449574214352e-04,0.000000000000000000e+00
-9.988898749619640194e-03,4.710645070976849573e-04,0.000000000000000000e+00
-9.989626372405434329e-03,4.553734069331044198e-04,0.000000000000000000e+00
-9.990329346781191486e-03,4.396811831799095349e-04,0.000000000000000000e+00
-9.991007671012396354e-03,4.239878745571026451e-04,0.000000000000000000e+00
-9.991661343425349562e-03,4.082935197863625542e-04,0.000000000000000000e+00
-9.992290362407179813e-03,3.925981575919497684e-04,0.000000000000000000e+00
-9.992894726405843892e-03,3.769018267006101104e-04,0.000000000000000000e+00
-9.993474433930137069e-03,3.612045658414797435e-04,0.000000000000000000e+00
-9.994029483549684428e-03,3.455064137459894907e-04,0.000000000000000000e+00
-9.994559873894959950e-03,3.298074091477691538e-04,0.000000000000000000e+00
-9.995065603657276102e-03,3.141075907825518327e-04,0.000000000000000000e+00
-9.995546671588794244e-03,2.984069973880788406e-04,0.000000000000000000e+00
-9.996003076502529838e-03,2.827056677040035355e-04,0.000000000000000000e+00
-9.996434817272345508e-03,2.670036404717960731e-04,0.000000000000000000e+00
-9.996841892832968382e-03,2.513009544346478342e-04,0.000000000000000000e+00
-9.997224302179976221e-03,2.355976483373756355e-04,0.000000000000000000e+00
-9.997582044369813029e-03,2.198937609263261841e-04,0.000000000000000000e+00
-9.997915118519785579e-03,2.041893309492806682e-04,0.000000000000000000e+00
-9.998223523808066893e-03,1.884843971553588860e-04,0.000000000000000000e+00
-9.998507259473696229e-03,1.727789982949238092e-04,0.000000000000000000e+00
-9.998766324816586032e-03,1.570731731194859016e-04,0.000000000000000000e+00
-9.999000719197516721e-03,1.413669603816075204e-04,0.000000000000000000e+00
-9.999190579988621180e-03,1.272310695813934649e-04,0.000000000000000000e+00
-9.999344368110266515e-03,1.145085496437677646e-04,0.000000000000000000e+00
-9.999468937066725502e-03,1.030581226185742991e-04,0.000000000000000000e+00
-9.999569838300635324e-03,9.275262232511817789e-05,0.000000000000000000e+00
-9.999651568548885081e-03,8.347758751801953256e-05,0.000000000000000000e+00
-9.999717770213191817e-03,7.512999455962414224e-05,0.000000000000000000e+00
-9.999771393668371519e-03,6.761711596723527201e-05,0.000000000000000000e+00
-9.999814828737329728e-03,6.085549248017752135e-05,0.000000000000000000e+00
-9.999850011189286708e-03,5.477000746418876458e-05,0.000000000000000000e+00
-9.999878509005617408e-03,4.929305354298426598e-05,0.000000000000000000e+00
-9.999901592256690147e-03,4.436378232432051406e-05,0.000000000000000000e+00
-9.999920289703078183e-03,3.992742897681001932e-05,0.000000000000000000e+00
-9.999935434643196161e-03,3.593470422027698706e-05,0.000000000000000000e+00
-9.999947702050296719e-03,3.234124702318500263e-05,0.000000000000000000e+00
-9.999957638653723946e-03,2.910713196188090385e-05,0.000000000000000000e+00
-9.999965687304912185e-03,2.619642579402980687e-05,0.000000000000000000e+00
-9.999972206713959519e-03,2.357678833831928567e-05,0.000000000000000000e+00
-9.999977487436325849e-03,2.121911323969607061e-05,0.000000000000000000e+00
-9.999981764822123836e-03,1.909720463872594448e-05,0.000000000000000000e+00
-9.999985229505067158e-03,1.718748615995534438e-05,0.000000000000000000e+00
-9.999988035898544139e-03,1.546873899113604736e-05,0.000000000000000000e+00
-9.999990309077453135e-03,1.392186614704870416e-05,0.000000000000000000e+00
-9.999992150352495293e-03,1.252968030149040167e-05,0.000000000000000000e+00
-9.999993641785364859e-03,1.127671283208356057e-05,0.000000000000000000e+00
-9.999994849846040659e-03,1.014904195769060988e-05,0.000000000000000000e+00
-9.999995828375225423e-03,9.134138059981430419e-06,0.000000000000000000e+00
-9.999996620983888154e-03,8.220724471303482013e-06,0.000000000000000000e+00
-9.999997262996919434e-03,7.398652182634212916e-06,0.000000000000000000e+00
-9.999997783027484918e-03,6.658787079923252277e-06,0.000000000000000000e+00
-9.999998204252250056e-03,5.992908456205224236e-06,0.000000000000000000e+00
-9.999998545444314241e-03,5.393617672055155462e-06,0.000000000000000000e+00
-9.999998821809888763e-03,4.854255949696414000e-06,0.000000000000000000e+00
-9.999999045666006434e-03,4.368830387454885286e-06,0.000000000000000000e+00
-9.999999226989462683e-03,3.931947372600784266e-06,0.000000000000000000e+00
-9.999999373861463356e-03,3.538752652793516226e-06,0.000000000000000000e+00
-9.999999492827784525e-03,3.184877400270624446e-06,0.000000000000000000e+00
-9.999999589190504412e-03,2.866389669578685601e-06,0.000000000000000000e+00
-9.999999667244309151e-03,2.579750709461259924e-06,0.000000000000000000e+00
-9.999999730467888301e-03,2.321775643534854507e-06,0.000000000000000000e+00
-9.999999781678989633e-03,2.089598082877297753e-06,0.000000000000000000e+00
-9.999999823159981885e-03,1.880638277316170169e-06,0.000000000000000000e+00
-9.999999856759585887e-03,1.692574451606013607e-06,0.000000000000000000e+00
-9.999999883975263515e-03,1.523317007954925311e-06,0.000000000000000000e+00
-9.999999906019964649e-03,1.370985308293996609e-06,0.000000000000000000e+00
-9.999999923876170746e-03,1.233886778325702861e-06,0.000000000000000000e+00
-9.999999938339698344e-03,1.110498101156987384e-06,0.000000000000000000e+00
-9.999999950055155074e-03,9.994482915569441349e-07,0.000000000000000000e+00
-9.999999959544677089e-03,8.995034628129103172e-07,0.000000000000000000e+00
-9.999999967231188239e-03,8.095531168679489638e-07,0.000000000000000000e+00
-9.999999973457261715e-03,7.285978054577198538e-07,0.000000000000000000e+00
-9.999999978500382150e-03,6.557380251479797296e-07,0.000000000000000000e+00
-9.999999982585308991e-03,5.901642228384525046e-07,0.000000000000000000e+00
-9.999999985894099733e-03,5.311478007420974782e-07,0.000000000000000000e+00
-9.999999988574221482e-03,4.780330208355055133e-07,0.000000000000000000e+00
-9.999999990745120360e-03,4.302297189102197435e-07,0.000000000000000000e+00
-9.999999992503547097e-03,3.872067471699137402e-07,0.000000000000000000e+00
-9.999999993927873032e-03,3.484860725961555635e-07,0.000000000000000000e+00
-9.999999995081576901e-03,3.136374654775098053e-07,0.000000000000000000e+00
-9.999999996016077641e-03,2.822737190647954695e-07,0.000000000000000000e+00
-9.999999996773022495e-03,2.540463472927460334e-07,0.000000000000000000e+00
-9.999999997386148365e-03,2.286417126952763053e-07,0.000000000000000000e+00
-9.999999997882780614e-03,2.057775415576194253e-07,0.000000000000000000e+00
-9.999999998285052580e-03,1.851997875319169037e-07,0.000000000000000000e+00
-9.999999998610892629e-03,1.666798089085557553e-07,0.000000000000000000e+00
-9.999999998874822132e-03,1.500118281461519004e-07,0.000000000000000000e+00
-9.999999999088607719e-03,1.350106454605189753e-07,0.000000000000000000e+00
-9.999999999261771286e-03,1.215095810440767851e-07,0.000000000000000000e+00
-9.999999999402035822e-03,1.093586230673123739e-07,0.000000000000000000e+00
-9.999999999515648066e-03,9.842276088764178152e-08,0.000000000000000000e+00
-9.999999999607675147e-03,8.858048492494903168e-08,0.000000000000000000e+00
-9.999999999682216215e-03,7.972243655934011003e-08,0.000000000000000000e+00
-9.999999999742596735e-03,7.175019303201475100e-08,0.000000000000000000e+00
-9.999999999791502059e-03,6.457517385782688639e-08,0.000000000000000000e+00
-9.999999999831117939e-03,5.811765659925291470e-08,0.000000000000000000e+00
-9.999999999863205119e-03,5.230589106829190596e-08,0.000000000000000000e+00
-9.999999999889194746e-03,4.707530208863547973e-08,0.000000000000000000e+00
-9.999999999910249085e-03,4.236777200737773577e-08,0.000000000000000000e+00
-9.999999999927301417e-03,3.813099493601405998e-08,0.000000000000000000e+00
-9.999999999941113285e-03,3.431789557089269525e-08,0.000000000000000000e+00
-9.999999999952302251e-03,3.088610614050283765e-08,0.000000000000000000e+00
-9.999999999961366182e-03,2.779749565314884237e-08,0.000000000000000000e+00
-9.999999999968705797e-03,2.501774621363978933e-08,0.000000000000000000e+00
-9.999999999974652429e-03,2.251597171941224864e-08,0.000000000000000000e+00
-9.999999999979468021e-03,2.026437467282990349e-08,0.000000000000000000e+00
-9.999999999983369414e-03,1.823793733490170717e-08,0.000000000000000000e+00
-9.999999999986528346e-03,1.641414372987751069e-08,0.000000000000000000e+00
-9.999999999989088798e-03,1.477272948535526767e-08,0.000000000000000000e+00
-9.999999999991161792e-03,1.329545666572899494e-08,0.000000000000000000e+00
-9.999999999992841004e-03,1.196591112540056680e-08,0.000000000000000000e+00
-9.999999999994201028e-03,1.076932013910479784e-08,0.000000000000000000e+00
-9.999999999995302577e-03,9.692388253214829724e-09,0.000000000000000000e+00
-9.999999999996195960e-03,8.723149555025585725e-09,0.000000000000000000e+00
-9.999999999996917605e-03,7.850834725767015761e-09,0.000000000000000000e+00
-9.999999999997503941e-03,7.065751380766520845e-09,0.000000000000000000e+00
-9.999999999997979255e-03,6.359176368933769688e-09,0.000000000000000000e+00
-9.999999999998362629e-03,5.723258859172444501e-09,0.000000000000000000e+00
-9.999999999998673145e-03,5.150933099054964629e-09,0.000000000000000000e+00
-9.999999999998924680e-03,4.635839917613753551e-09,0.000000000000000000e+00
-9.999999999999129377e-03,4.172256052984385558e-09,0.000000000000000000e+00
-9.999999999999295910e-03,3.755030576594303555e-09,0.000000000000000000e+00
-9.999999999999429484e-03,3.379527645622777217e-09,0.000000000000000000e+00
-9.999999999999537037e-03,3.041575006416132522e-09,0.000000000000000000e+00
-9.999999999999625508e-03,2.737417631574238270e-09,0.000000000000000000e+00
-9.999999999999696632e-03,2.463675993328352728e-09,0.000000000000000000e+00
-9.999999999999755612e-03,2.217308520239322057e-09,0.000000000000000000e+00
-9.999999999999800715e-03,1.995577793126925655e-09,0.000000000000000000e+00
-9.999999999999838879e-03,1.796020138281678865e-09,0.000000000000000000e+00
-9.999999999999868369e-03,1.616418249365045148e-09,0.000000000000000000e+00
-9.999999999999894390e-03,1.454776549340074430e-09,0.000000000000000000e+00
-9.999999999999915207e-03,1.309299021538046805e-09,0.000000000000000000e+00
-9.999999999999930819e-03,1.178369243407596860e-09,0.000000000000000000e+00
-9.999999999999942962e-03,1.060532445310638054e-09,0.000000000000000000e+00
-9.999999999999955105e-03,9.544793279115533212e-10,0.000000000000000000e+00
-9.999999999999963779e-03,8.590315226964660345e-10,0.000000000000000000e+00
-9.999999999999970718e-03,7.731284957824415285e-10,0.000000000000000000e+00
-9.999999999999975922e-03,6.958157706716408355e-10,0.000000000000000000e+00
-9.999999999999979391e-03,6.262343189600988598e-10,0.000000000000000000e+00
-9.999999999999984596e-03,5.636110124197108438e-10,0.000000000000000000e+00
-9.999999999999986330e-03,5.072500387538076911e-10,0.000000000000000000e+00
-9.999999999999989800e-03,4.565251611222272228e-10,0.000000000000000000e+00
-9.999999999999991535e-03,4.108727725860724271e-10,0.000000000000000000e+00
-9.999999999999993269e-03,3.697856211271762750e-10,0.000000000000000000e+00
-9.999999999999995004e-03,3.328071830378129022e-10,0.000000000000000000e+00
-9.999999999999995004e-03,2.995265914219211541e-10,0.000000000000000000e+00
-9.999999999999996739e-03,2.695740576353508519e-10,0.000000000000000000e+00
-9.999999999999996739e-03,2.426167767833484523e-10,0.000000000000000000e+00
-9.999999999999998473e-03,2.183552240165462409e-10,0.000000000000000000e+00
-9.999999999999998473e-03,1.965198283027811021e-10,0.000000000000000000e+00
-9.999999999999998473e-03,1.768679703840356439e-10,0.000000000000000000e+00
-9.999999999999998473e-03,1.591813004776107647e-10,0.000000000000000000e+00
-9.999999999999998473e-03,1.432632957854715557e-10,0.000000000000000000e+00
-9.999999999999998473e-03,1.289370933389031008e-10,0.000000000000000000e+00
-9.999999999999998473e-03,1.160435093606346530e-10,0.000000000000000000e+00
-1.000000000000000021e-02,1.044392851124606820e-10,0.000000000000000000e+00
-1.000000000000000021e-02,9.399548373319330938e-11,0.000000000000000000e+00
-1.000000000000000021e-02,8.459606027140662914e-11,0.000000000000000000e+00
-1.000000000000000021e-02,7.613657826762019640e-11,0.000000000000000000e+00
-1.000000000000000021e-02,6.852304624056923506e-11,0.000000000000000000e+00
-1.000000000000000021e-02,6.167086519577732112e-11,0.000000000000000000e+00
-1.000000000000000021e-02,5.550390491999988083e-11,0.000000000000000000e+00
-1.000000000000000021e-02,4.995363800726490684e-11,0.000000000000000000e+00
-1.000000000000000021e-02,4.495839822989264503e-11,0.000000000000000000e+00
-1.000000000000000021e-02,4.046268331843602993e-11,0.000000000000000000e+00
-1.000000000000000021e-02,3.641654211857112184e-11,0.000000000000000000e+00
-1.000000000000000021e-02,3.277501503869270457e-11,0.000000000000000000e+00
-1.000000000000000021e-02,2.949764111089133863e-11,0.000000000000000000e+00
-1.000000000000000021e-02,2.654800501995932537e-11,0.000000000000000000e+00
-1.000000000000000021e-02,2.389332854131761977e-11,0.000000000000000000e+00
