accel_x (m/s^2),accel_y (m/s^2),accel_z (m/s^2)
6.420981776912821704e-04,-3.355337724673207629e-03,-9.790282801230418386e+00
-1.271850285059309381e-02,-2.581463300485576512e-03,-9.791678989886174023e+00
4.284563362330221837e-04,9.241272711375782961e-03,-9.801575255510995177e+00
-4.208449420753971985e-03,-5.266175953985773733e-03,-9.787694006034231009e+00
3.909059304421549051e-03,-6.376302771591514131e-03,-9.792493415014158487e+00
-5.714943159571926092e-03,7.113929641081323399e-04,-9.788586402544050102e+00
-1.891706712879406924e-03,-6.157136291107042671e-03,-9.791023055473802472e+00
4.390154527383556375e-03,7.845350043270100243e-03,-9.794345410621032144e+00
6.157038086619835530e-03,6.834947366031949613e-03,-9.788575609081606288e+00
2.878621398106853951e-03,4.161657030296984569e-03,-9.797407527267333549e+00
-7.086194895654521556e-04,8.864317251898878522e-03,-9.792971501170177007e+00
2.519668623209220422e-03,3.308043322116892282e-03,-9.794287726892529022e+00
3.517153885964790540e-03,1.388747247085885331e-02,-9.792825755000563959e+00
4.858410514849913209e-03,3.814360621520625477e-04,-9.800339500122033698e+00
2.842739645918428929e-03,9.617559014191664687e-03,-9.790906026525581396e+00
-9.437073065791012211e-03,1.238886978757317622e-04,-9.789321126798018469e+00
-1.384602480262748158e-03,8.173310849921743698e-03,-9.797188595253537358e+00
2.747404543008488817e-04,4.352905810707361281e-03,-9.792393962713690669e+00
-5.649596472791789878e-03,-2.262444453182767528e-03,-9.797089105862113456e+00
-3.946811772790151038e-03,7.875529790804691732e-03,-9.794084576917493123e+00
-8.128436440886876654e-03,-1.681307081892259407e-03,-9.790002926354139490e+00
-3.223467716902099901e-04,4.544255994160454129e-03,-9.796082078346021405e+00
-9.900908566512408096e-03,-2.137443553841554805e-03,-9.786179750769482766e+00
3.460281909975617375e-03,9.148573701383477461e-03,-9.798068278838004019e+00
1.112859773785822640e-02,-4.259165895623886339e-03,-9.790278839987676562e+00
6.559068021484698065e-03,9.509371038738549664e-03,-9.795124571429676408e+00
4.073481096095094879e-03,1.591521441447140209e-02,-9.793183040447845045e+00
9.333201705570535328e-03,6.131045946739681124e-04,-9.793555792213584965e+00
-1.541655498023005713e-03,-4.052549655861707734e-03,-9.806354428838544024e+00
4.538188989209618156e-03,-4.870428794009641887e-04,-9.796769560835045354e+00
5.147936903735558269e-03,5.611648306026687395e-04,-9.799913917198649571e+00
-6.157373571969923520e-03,2.583569008863500615e-04,-9.792193789547157579e+00
5.409731998993035085e-03,-4.345830527718352702e-03,-9.802988876499520998e+00
2.675129333557615605e-03,-5.074921846558583249e-03,-9.804387285869207602e+00
-1.056080215744750576e-02,-4.115284757333491361e-03,-9.793414995637805376e+00
-1.554866788772156982e-03,5.246627542363458199e-03,-9.795515663558141739e+00
2.559577384239413670e-04,3.999369023225739922e-03,-9.797865173721417520e+00
-6.251089568655979548e-03,-4.856619564648997217e-03,-9.790469491029790916e+00
-3.793640646056903754e-03,3.594883884503169598e-03,-9.784479522816017294e+00
7.572236427328902771e-05,1.984946851538612646e-03,-9.792224041058910089e+00
-4.656066545943244976e-03,1.444144369816023361e-03,-9.789242517610741601e+00
-4.212619457883040423e-03,8.475392773467519195e-04,-9.786271496199004716e+00
2.058129315259907711e-03,2.820064307830221113e-03,-9.786653274893710730e+00
-3.629235671024868670e-03,-7.296807697028558342e-04,-9.792640240351353498e+00
4.464318854332146040e-04,-5.775797983160991470e-04,-9.788966369518011135e+00
7.155801161490836157e-03,1.670003507080186633e-05,-9.799085468045335645e+00
-2.103591642256122992e-03,-1.141777118340740705e-03,-9.790351220457377934e+00
-5.979267329553217096e-03,4.365301164373789136e-03,-9.791733274637946849e+00
4.573893292964056542e-03,-9.179551953213452818e-05,-9.788601103498622891e+00
5.132078117392948648e-03,9.718084643038235604e-03,-9.796493423337560458e+00
4.745182912063959646e-03,-2.187908343041192367e-05,-9.797438897848127937e+00
7.680136530753537208e-03,-6.194683167895314278e-03,-9.792658926133144703e+00
-6.611163850153064896e-03,3.883422210346463427e-03,-9.794700865391874345e+00
-1.027449481897241799e-02,-7.399318442821156694e-04,-9.796567905241293062e+00
1.553483418661420453e-03,-1.733221638359114984e-03,-9.786916789836384467e+00
-9.455228357394497227e-04,7.195092609620607621e-03,-9.793265564463183637e+00
9.025652369177944402e-04,1.993404267184979272e-03,-9.793658689967911002e+00
1.404262542972723729e-03,7.015899360477418885e-04,-9.792937160014975717e+00
1.741255778604505451e-03,8.566828928565493884e-03,-9.791743972282601405e+00
7.439205089014839069e-04,1.194676119625038158e-03,-9.793776100858959666e+00
-2.288292162361801451e-03,4.470461294937532956e-03,-9.792563997147194499e+00
3.501505890657361040e-03,3.392582504550025781e-03,-9.790291610872495554e+00
2.717240305464811538e-03,-3.045840646099436284e-03,-9.790404407329921455e+00
5.160309885538161756e-04,-8.829669741016871187e-04,-9.795384243457268880e+00
-4.346401186540423470e-03,-2.217778609739570143e-03,-9.794610398296129006e+00
