ref_accel_x (m/s^2),ref_accel_y (m/s^2),ref_accel_z (m/s^2)
0.000000000000000000e+00,1.570795877223442587e-03,-9.794841972265039942e+00
0.000000000000000000e+00,1.570795922180588233e-03,-9.794841972265039942e+00
0.000000000000000000e+00,1.570795962642019096e-03,-9.794841972265039942e+00
0.000000000000000000e+00,1.570795999057306765e-03,-9.794841972265039942e+00
0.000000000000000000e+00,1.570796031831065732e-03,-9.794841972265039942e+00
0.000000000000000000e+00,1.570796061327448933e-03,-9.794841972265039942e+00
0.000000000000000000e+00,1.570796087874193553e-03,-9.794841972265039942e+00
0.000000000000000000e+00,1.570796111766263950e-03,-9.794841972265039942e+00
0.000000000000000000e+00,1.570796133269127242e-03,-9.794841972265039942e+00
0.000000000000000000e+00,1.570796152621704292e-03,-9.794841972265039942e+00
0.000000000000000000e+00,1.570796170039023614e-03,-9.794841972265039942e+00
0.000000000000000000e+00,1.570796185714610745e-03,-9.794841972265039942e+00
0.000000000000000000e+00,1.570796199822639509e-03,-9.794841972265039942e+00
0.000000000000000000e+00,1.570796212519865159e-03,-9.794841972265039942e+00
0.000000000000000000e+00,1.570796223947368416e-03,-9.794841972265039942e+00
0.000000000000000000e+00,1.570796234232121067e-03,-9.794841972265039942e+00
0.000000000000000000e+00,1.570796243488398452e-03,-9.794841972265039942e+00
0.000000000000000000e+00,1.570796251819048207e-03,-9.794841972265039942e+00
0.000000000000000000e+00,1.570796259316633008e-03,-9.794841972265039942e+00
0.000000000000000000e+00,1.570796266064459481e-03,-9.794841972265039942e+00
0.000000000000000000e+00,1.570796272137503242e-03,-9.794841972265039942e+00
0.000000000000000000e+00,1.570796277603242431e-03,-9.794841972265039942e+00
0.000000000000000000e+00,1.570796282522407767e-03,-9.794841972265039942e+00
0.000000000000000000e+00,1.570796286949656699e-03,-9.794841972265039942e+00
0.000000000000000000e+00,1.570796290934180781e-03,-9.794841972265039942e+00
0.000000000000000000e+00,1.570796294520252325e-03,-9.794841972265039942e+00
0.000000000000000000e+00,1.570796297747716628e-03,-9.794841972265039942e+00
0.000000000000000000e+00,1.570796300652434543e-03,-9.794841972265039942e+00
0.000000000000000000e+00,1.570796303266680819e-03,-9.794841972265039942e+00
0.000000000000000000e+00,1.570796305619502316e-03,-9.794841972265039942e+00
0.000000000000000000e+00,1.570796307737041750e-03,-9.794841972265039942e+00
0.000000000000000000e+00,1.570796309642827392e-03,-9.794841972265039942e+00
0.000000000000000000e+00,1.570796311358034145e-03,-9.794841972265039942e+00
0.000000000000000000e+00,1.570796312901720547e-03,-9.794841972265039942e+00
0.000000000000000000e+00,1.570796314291038028e-03,-9.794841972265039942e+00
0.000000000000000000e+00,1.570796315541423890e-03,-9.794841972265039942e+00
0.000000000000000000e+00,1.570796316666771318e-03,-9.794841972265039942e+00
0.000000000000000000e+00,1.570796317679583982e-03,-9.794841972265039942e+00
0.000000000000000000e+00,1.570796318591115032e-03,-9.794841972265039942e+00
0.000000000000000000e+00,1.570796319411493303e-03,-9.794841972265039942e+00
0.000000000000000000e+00,1.570796320149833464e-03,-9.794841972265039942e+00
0.000000000000000000e+00,1.570796320814339675e-03,-9.794841972265039942e+00
0.000000000000000000e+00,1.570796321412395568e-03,-9.794841972265039942e+00
0.000000000000000000e+00,1.570796321950645568e-03,-9.794841972265039942e+00
0.000000000000000000e+00,1.570796322435070568e-03,-9.794841972265039942e+00
0.000000000000000000e+00,1.570796322871053198e-03,-9.794841972265039942e+00
0.000000000000000000e+00,1.570796323263437674e-03,-9.794841972265039942e+00
0.000000000000000000e+00,1.570796323616583355e-03,-9.794841972265039942e+00
0.000000000000000000e+00,1.570796323934414837e-03,-9.794841972265039942e+00
0.000000000000000000e+00,1.570796324220462932e-03,-9.794841972265039942e+00
0.000000000000000000e+00,1.570796324477906087e-03,-9.794841972265039942e+00
0.000000000000000000e+00,1.570796324709605295e-03,-9.794841972265039942e+00
0.000000000000000000e+00,1.570796324918134236e-03,-9.794841972265039942e+00
0.000000000000000000e+00,1.570796325105810499e-03,-9.794841972265039942e+00
0.000000000000000000e+00,1.570796325274719006e-03,-9.794841972265039942e+00
0.000000000000000000e+00,1.570796325426736945e-03,-9.794841972265039942e+00
0.000000000000000000e+00,1.570796325563552634e-03,-9.794841972265039942e+00
0.000000000000000000e+00,1.570796325686686992e-03,-9.794841972265039942e+00
0.000000000000000000e+00,1.570796325797508067e-03,-9.794841972265039942e+00
0.000000000000000000e+00,1.570796325897246860e-03,-9.794841972265039942e+00
0.000000000000000000e+00,1.570796325987011645e-03,-9.794841972265039942e+00
0.000000000000000000e+00,1.570796326067800102e-03,-9.794841972265039942e+00
0.000000000000000000e+00,1.570796326140509735e-03,-9.794841972265039942e+00
0.000000000000000000e+00,1.570796326205948492e-03,-9.794841972265039942e+00
0.000000000000000000e+00,1.570796326264843439e-03,-9.794841972265039942e+00
0.000000000000000000e+00,1.570796326317848782e-03,-9.794841972265039942e+00
0.000000000000000000e+00,1.570796326365553677e-03,-9.794841972265039942e+00
0.000000000000000000e+00,1.570796326408487866e-03,-9.794841972265039942e+00
0.000000000000000000e+00,1.570796326447128615e-03,-9.794841972265039942e+00
0.000000000000000000e+00,1.570796326481905484e-03,-9.794841972265039942e+00
0.000000000000000000e+00,1.570796326513204666e-03,-9.794841972265039942e+00
0.000000000000000000e+00,1.570796326541373756e-03,-9.794841972265039942e+00
0.000000000000000000e+00,1.570796326566726089e-03,-9.794841972265039942e+00
0.000000000000000000e+00,1.570796326589543124e-03,-9.794841972265039942e+00
0.000000000000000000e+00,1.570796326610078347e-03,-9.794841972265039942e+00
0.000000000000000000e+00,1.570796326628560308e-03,-9.794841972265039942e+00
0.000000000000000000e+00,1.570796326645193921e-03,-9.794841972265039942e+00
0.000000000000000000e+00,1.570796326660164150e-03,-9.794841972265039942e+00
0.000000000000000000e+00,1.570796326673637097e-03,-9.794841972265039942e+00
0.000000000000000000e+00,1.570796326685763031e-03,-9.794841972265039942e+00
0.000000000000000000e+00,1.570796326696676177e-03,-9.794841972265039942e+00
0.000000000000000000e+00,1.570796326706498398e-03,-9.794841972265039942e+00
0.000000000000000000e+00,1.570796326715338332e-03,-9.794841972265039942e+00
0.000000000000000000e+00,1.570796326723294207e-03,-9.794841972265039942e+00
0.000000000000000000e+00,1.570796326730454278e-03,-9.794841972265039942e+00
0.000000000000000000e+00,1.570796326736898559e-03,-9.794841972265039942e+00
0.000000000000000000e+00,1.570796326742698390e-03,-9.794841972265039942e+00
0.000000000000000000e+00,1.570796326747917956e-03,-9.794841972265039942e+00
0.000000000000000000e+00,1.570796326752616021e-03,-9.794841972265039942e+00
0.000000000000000000e+00,1.570796326756843976e-03,-9.794841972265039942e+00
0.000000000000000000e+00,1.570796326760649309e-03,-9.794841972265039942e+00
0.000000000000000000e+00,1.570796326764074087e-03,-9.794841972265039942e+00
0.000000000000000000e+00,1.570796326767156257e-03,-9.794841972265039942e+00
0.000000000000000000e+00,1.570796326769930079e-03,-9.794841972265039942e+00
0.000000000000000000e+00,1.570796326772426780e-03,-9.794841972265039942e+00
0.000000000000000000e+00,1.570796326774673898e-03,-9.794841972265039942e+00
0.000000000000000000e+00,1.570796326776696152e-03,-9.794841972265039942e+00
0.000000000000000000e+00,1.570796326778516093e-03,-9.794841972265039942e+00
0.000000000000000000e+00,1.570796326780154323e-03,-9.794841972265039942e+00
0.000000000000000000e+00,1.570796326781628404e-03,-9.794841972265039942e+00
0.000000000000000000e+00,1.570796326782955034e-03,-9.794841972265039942e+00
0.000000000000000000e+00,1.570796326784149174e-03,-9.794841972265039942e+00
0.000000000000000000e+00,1.570796326785223835e-03,-9.794841972265039942e+00
0.000000000000000000e+00,1.570796326786191160e-03,-9.794841972265039942e+00
0.000000000000000000e+00,1.570796326787061558e-03,-9.794841972265039942e+00
0.000000000000000000e+00,1.570796326787845002e-03,-9.794841972265039942e+00
0.000000000000000000e+00,1.570796326788550384e-03,-9.794841972265039942e+00
0.000000000000000000e+00,1.570796326789184860e-03,-9.794841972265039942e+00
0.000000000000000000e+00,1.570796326789756017e-03,-9.794841972265039942e+00
0.000000000000000000e+00,1.570796326790269929e-03,-9.794841972265039942e+00
0.000000000000000000e+00,1.570796326790732667e-03,-9.794841972265039942e+00
0.000000000000000000e+00,1.570796326791149000e-03,-9.794841972265039942e+00
0.000000000000000000e+00,1.570796326791523700e-03,-9.794841972265039942e+00
0.000000000000000000e+00,1.570796326791860887e-03,-9.794841972265039942e+00
0.000000000000000000e+00,1.570796326792164681e-03,-9.794841972265039942e+00
0.000000000000000000e+00,1.570796326792437683e-03,-9.794841972265039942e+00
0.000000000000000000e+00,1.570796326792683580e-03,-9.794841972265039942e+00
0.000000000000000000e+00,1.570796326792904757e-03,-9.794841972265039942e+00
0.000000000000000000e+00,1.570796326793104034e-03,-9.794841972265039942e+00
0.000000000000000000e+00,1.570796326793283361e-03,-9.794841972265039942e+00
0.000000000000000000e+00,1.570796326793444690e-03,-9.794841972265039942e+00
0.000000000000000000e+00,1.570796326793589756e-03,-9.794841972265039942e+00
0.000000000000000000e+00,1.570796326793720511e-03,-9.794841972265039942e+00
0.000000000000000000e+00,1.570796326793838255e-03,-9.794841972265039942e+00
0.000000000000000000e+00,1.570796326793944073e-03,-9.794841972265039942e+00
0.000000000000000000e+00,1.570796326794039266e-03,-9.794841972265039942e+00
0.000000000000000000e+00,1.570796326794124918e-03,-9.794841972265039942e+00
0.000000000000000000e+00,1.570796326794202113e-03,-9.794841972265039942e+00
0.000000000000000000e+00,1.570796326794271502e-03,-9.794841972265039942e+00
0.000000000000000000e+00,1.570796326794333952e-03,-9.794841972265039942e+00
0.000000000000000000e+00,1.570796326794390331e-03,-9.794841972265039942e+00
0.000000000000000000e+00,1.570796326794440855e-03,-9.794841972265039942e+00
0.000000000000000000e+00,1.570796326794486391e-03,-9.794841972265039942e+00
0.000000000000000000e+00,1.570796326794527374e-03,-9.794841972265039942e+00
0.000000000000000000e+00,1.570796326794564454e-03,-9.794841972265039942e+00
0.000000000000000000e+00,1.570796326794597630e-03,-9.794841972265039942e+00
0.000000000000000000e+00,1.570796326794627554e-03,-9.794841972265039942e+00
0.000000000000000000e+00,1.570796326794654659e-03,-9.794841972265039942e+00
0.000000000000000000e+00,1.570796326794678729e-03,-9.794841972265039942e+00
0.000000000000000000e+00,1.570796326794700413e-03,-9.794841972265039942e+00
0.000000000000000000e+00,1.570796326794720145e-03,-9.794841972265039942e+00
0.000000000000000000e+00,1.570796326794737926e-03,-9.794841972265039942e+00
0.000000000000000000e+00,1.570796326794753756e-03,-9.794841972265039942e+00
0.000000000000000000e+00,1.570796326794767850e-03,-9.794841972265039942e+00
0.000000000000000000e+00,1.570796326794780644e-03,-9.794841972265039942e+00
0.000000000000000000e+00,1.570796326794792136e-03,-9.794841972265039942e+00
0.000000000000000000e+00,1.570796326794802762e-03,-9.794841972265039942e+00
0.000000000000000000e+00,1.570796326794812302e-03,-9.794841972265039942e+00
0.000000000000000000e+00,1.570796326794820542e-03,-9.794841972265039942e+00
0.000000000000000000e+00,1.570796326794828132e-03,-9.794841972265039942e+00
0.000000000000000000e+00,1.570796326794835071e-03,-9.794841972265039942e+00
0.000000000000000000e+00,1.570796326794841142e-03,-9.794841972265039942e+00
0.000000000000000000e+00,1.570796326794846563e-03,-9.794841972265039942e+00
0.000000000000000000e+00,1.570796326794851551e-03,-9.794841972265039942e+00
0.000000000000000000e+00,1.570796326794856104e-03,-9.794841972265039942e+00
0.000000000000000000e+00,1.570796326794860224e-03,-9.794841972265039942e+00
0.000000000000000000e+00,1.570796326794863911e-03,-9.794841972265039942e+00
0.000000000000000000e+00,1.570796326794867163e-03,-9.794841972265039942e+00
0.000000000000000000e+00,1.570796326794870199e-03,-9.794841972265039942e+00
0.000000000000000000e+00,1.570796326794872801e-03,-9.794841972265039942e+00
0.000000000000000000e+00,1.570796326794875186e-03,-9.794841972265039942e+00
0.000000000000000000e+00,1.570796326794877355e-03,-9.794841972265039942e+00
0.000000000000000000e+00,1.570796326794879306e-03,-9.794841972265039942e+00
0.000000000000000000e+00,1.570796326794881041e-03,-9.794841972265039942e+00
0.000000000000000000e+00,1.570796326794882776e-03,-9.794841972265039942e+00
0.000000000000000000e+00,1.570796326794884077e-03,-9.794841972265039942e+00
0.000000000000000000e+00,1.570796326794885161e-03,-9.794841972265039942e+00
0.000000000000000000e+00,1.570796326794886245e-03,-9.794841972265039942e+00
0.000000000000000000e+00,1.570796326794887329e-03,-9.794841972265039942e+00
0.000000000000000000e+00,1.570796326794888197e-03,-9.794841972265039942e+00
0.000000000000000000e+00,1.570796326794889064e-03,-9.794841972265039942e+00
0.000000000000000000e+00,1.570796326794889931e-03,-9.794841972265039942e+00
0.000000000000000000e+00,1.570796326794890582e-03,-9.794841972265039942e+00
0.000000000000000000e+00,1.570796326794891016e-03,-9.794841972265039942e+00
0.000000000000000000e+00,1.570796326794891666e-03,-9.794841972265039942e+00
0.000000000000000000e+00,1.570796326794892100e-03,-9.794841972265039942e+00
0.000000000000000000e+00,1.570796326794892750e-03,-9.794841972265039942e+00
0.000000000000000000e+00,1.570796326794892967e-03,-9.794841972265039942e+00
0.000000000000000000e+00,1.570796326794893184e-03,-9.794841972265039942e+00
0.000000000000000000e+00,1.570796326794893618e-03,-9.794841972265039942e+00
0.000000000000000000e+00,1.570796326794893834e-03,-9.794841972265039942e+00
0.000000000000000000e+00,1.570796326794894051e-03,-9.794841972265039942e+00
0.000000000000000000e+00,1.570796326794894268e-03,-9.794841972265039942e+00
0.000000000000000000e+00,1.570796326794894702e-03,-9.794841972265039942e+00
0.000000000000000000e+00,1.570796326794894919e-03,-9.794841972265039942e+00
0.000000000000000000e+00,1.570796326794895136e-03,-9.794841972265039942e+00
0.000000000000000000e+00,1.570796326794895136e-03,-9.794841972265039942e+00
0.000000000000000000e+00,1.570796326794895136e-03,-9.794841972265039942e+00
0.000000000000000000e+00,1.570796326794895136e-03,-9.794841972265039942e+00
0.000000000000000000e+00,1.570796326794895136e-03,-9.794841972265039942e+00
0.000000000000000000e+00,1.570796326794895136e-03,-9.794841972265039942e+00
0.000000000000000000e+00,1.570796326794895136e-03,-9.794841972265039942e+00
0.000000000000000000e+00,1.570796326794895136e-03,-9.794841972265039942e+00
0.000000000000000000e+00,1.570796326794895136e-03,-9.794841972265039942e+00
0.000000000000000000e+00,1.570796326794895136e-03,-9.794841972265039942e+00
0.000000000000000000e+00,1.570796326794895136e-03,-9.794841972265039942e+00
0.000000000000000000e+00,1.570796326794895136e-03,-9.794841972265039942e+00
0.000000000000000000e+00,1.570796326794895136e-03,-9.794841972265039942e+00
0.000000000000000000e+00,1.570796326794895136e-03,-9.794841972265039942e+00
0.000000000000000000e+00,1.570796326794895136e-03,-9.794841972265039942e+00
0.000000000000000000e+00,1.570796326794895136e-03,-9.794841972265039942e+00
0.000000000000000000e+00,1.570796326794895136e-03,-9.794841972265039942e+00
0.000000000000000000e+00,1.570796326794895136e-03,-9.794841972265039942e+00
0.000000000000000000e+00,1.570796326794895136e-03,-9.794841972265039942e+00
0.000000000000000000e+00,1.570796326794895136e-03,-9.794841972265039942e+00
0.000000000000000000e+00,1.570796326794895136e-03,-9.794841972265039942e+00
0.000000000000000000e+00,1.570796326794895136e-03,-9.794841972265039942e+00
0.000000000000000000e+00,1.570796326794895136e-03,-9.794841972265039942e+00
0.000000000000000000e+00,1.570796326794895136e-03,-9.794841972265039942e+00
0.000000000000000000e+00,1.570796326794895136e-03,-9.794841972265039942e+00
0.000000000000000000e+00,1.570796326794895136e-03,-9.794841972265039942e+00
0.000000000000000000e+00,1.570796326794895136e-03,-9.794841972265039942e+00
0.000000000000000000e+00,1.570796326794895136e-03,-9.794841972265039942e+00
0.000000000000000000e+00,1.570796326794895136e-03,-9.794841972265039942e+00
0.000000000000000000e+00,1.570796326794895136e-03,-9.794841972265039942e+00
0.000000000000000000e+00,1.570796326794895136e-03,-9.794841972265039942e+00
0.000000000000000000e+00,1.570796326794895136e-03,-9.794841972265039942e+00
0.000000000000000000e+00,1.570796326794895136e-03,-9.794841972265039942e+00
0.000000000000000000e+00,1.570796326794895136e-03,-9.794841972265039942e+00
0.000000000000000000e+00,1.570796326794895136e-03,-9.794841972265039942e+00
0.000000000000000000e+00,1.570796326794895136e-03,-9.794841972265039942e+00
0.000000000000000000e+00,1.570796326794895136e-03,-9.794841972265039942e+00
0.000000000000000000e+00,1.570796326794895136e-03,-9.794841972265039942e+00
0.000000000000000000e+00,1.570796326794895136e-03,-9.794841972265039942e+00
0.000000000000000000e+00,1.570796326794895136e-03,-9.794841972265039942e+00
0.000000000000000000e+00,1.570796326794895136e-03,-9.794841972265039942e+00
0.000000000000000000e+00,1.570796326794895136e-03,-9.794841972265039942e+00
0.000000000000000000e+00,1.570796326794895136e-03,-9.794841972265039942e+00
0.000000000000000000e+00,1.570796326794895136e-03,-9.794841972265039942e+00
0.000000000000000000e+00,1.570796326794895136e-03,-9.794841972265039942e+00
0.000000000000000000e+00,1.570796326794895136e-03,-9.794841972265039942e+00
0.000000000000000000e+00,1.570796326794895136e-03,-9.794841972265039942e+00
0.000000000000000000e+00,1.570796326794895136e-03,-9.794841972265039942e+00
0.000000000000000000e+00,1.570796326794895136e-03,-9.794841972265039942e+00
