ref_Yaw (deg),ref_Pitch (deg),ref_Roll (deg)
1.156499999999966235e+02,0.000000000000000000e+00,0.000000000000000000e+00
1.157399999999966127e+02,0.000000000000000000e+00,0.000000000000000000e+00
1.158299999999966161e+02,0.000000000000000000e+00,0.000000000000000000e+00
1.159199999999966053e+02,0.000000000000000000e+00,0.000000000000000000e+00
1.160099999999965945e+02,0.000000000000000000e+00,0.000000000000000000e+00
1.160999999999965979e+02,0.000000000000000000e+00,0.000000000000000000e+00
1.161899999999965871e+02,0.000000000000000000e+00,0.000000000000000000e+00
1.162799999999965905e+02,0.000000000000000000e+00,0.000000000000000000e+00
1.163699999999965797e+02,0.000000000000000000e+00,0.000000000000000000e+00
1.164599999999965689e+02,0.000000000000000000e+00,0.000000000000000000e+00
1.165499999999965723e+02,0.000000000000000000e+00,0.000000000000000000e+00
1.166399999999965615e+02,0.000000000000000000e+00,0.000000000000000000e+00
1.167299999999965507e+02,0.000000000000000000e+00,0.000000000000000000e+00
1.168199999999965542e+02,0.000000000000000000e+00,0.000000000000000000e+00
1.169099999999965434e+02,0.000000000000000000e+00,0.000000000000000000e+00
1.169999999999965326e+02,0.000000000000000000e+00,0.000000000000000000e+00
1.170899999999965360e+02,0.000000000000000000e+00,0.000000000000000000e+00
1.171799999999965252e+02,0.000000000000000000e+00,0.000000000000000000e+00
1.172699999999965286e+02,0.000000000000000000e+00,0.000000000000000000e+00
1.173599999999965178e+02,0.000000000000000000e+00,0.000000000000000000e+00
1.174499999999965070e+02,0.000000000000000000e+00,0.000000000000000000e+00
1.175399999999965104e+02,0.000000000000000000e+00,0.000000000000000000e+00
1.176299999999964996e+02,0.000000000000000000e+00,0.000000000000000000e+00
1.177199999999964888e+02,0.000000000000000000e+00,0.000000000000000000e+00
1.178099999999964922e+02,0.000000000000000000e+00,0.000000000000000000e+00
1.178999999999964814e+02,0.000000000000000000e+00,0.000000000000000000e+00
1.179899999999964706e+02,0.000000000000000000e+00,0.000000000000000000e+00
1.180799999999964740e+02,0.000000000000000000e+00,0.000000000000000000e+00
1.181699999999964632e+02,0.000000000000000000e+00,0.000000000000000000e+00
1.182599999999964666e+02,0.000000000000000000e+00,0.000000000000000000e+00
1.183499999999964558e+02,0.000000000000000000e+00,0.000000000000000000e+00
1.184399999999964450e+02,0.000000000000000000e+00,0.000000000000000000e+00
1.185299999999964484e+02,0.000000000000000000e+00,0.000000000000000000e+00
1.186199999999964376e+02,0.000000000000000000e+00,0.000000000000000000e+00
1.187099999999964268e+02,0.000000000000000000e+00,0.000000000000000000e+00
1.187999999999964302e+02,0.000000000000000000e+00,0.000000000000000000e+00
1.188899999999964194e+02,0.000000000000000000e+00,0.000000000000000000e+00
1.189799999999964228e+02,0.000000000000000000e+00,0.000000000000000000e+00
1.190699999999964120e+02,0.000000000000000000e+00,0.000000000000000000e+00
1.191599999999964012e+02,0.000000000000000000e+00,0.000000000000000000e+00
1.192499999999964047e+02,0.000000000000000000e+00,0.000000000000000000e+00
1.193399999999963939e+02,0.000000000000000000e+00,0.000000000000000000e+00
1.194299999999963831e+02,0.000000000000000000e+00,0.000000000000000000e+00
1.195199999999963865e+02,0.000000000000000000e+00,0.000000000000000000e+00
1.196099999999963757e+02,0.000000000000000000e+00,0.000000000000000000e+00
1.196999999999963649e+02,0.000000000000000000e+00,0.000000000000000000e+00
1.197899999999963683e+02,0.000000000000000000e+00,0.000000000000000000e+00
1.198799999999963575e+02,0.000000000000000000e+00,0.000000000000000000e+00
1.199699999999963609e+02,0.000000000000000000e+00,0.000000000000000000e+00
1.200599999999963501e+02,0.000000000000000000e+00,0.000000000000000000e+00
1.201499999999963393e+02,0.000000000000000000e+00,0.000000000000000000e+00
1.202399999999963427e+02,0.000000000000000000e+00,0.000000000000000000e+00
1.203299999999963319e+02,0.000000000000000000e+00,0.000000000000000000e+00
1.204199999999963211e+02,0.000000000000000000e+00,0.000000000000000000e+00
1.205099999999963245e+02,0.000000000000000000e+00,0.000000000000000000e+00
1.205999999999963137e+02,0.000000000000000000e+00,0.000000000000000000e+00
1.206899999999963029e+02,0.000000000000000000e+00,0.000000000000000000e+00
1.207799999999963063e+02,0.000000000000000000e+00,0.000000000000000000e+00
1.208699999999962955e+02,0.000000000000000000e+00,0.000000000000000000e+00
1.209599999999962989e+02,0.000000000000000000e+00,0.000000000000000000e+00
1.210499999999962881e+02,0.000000000000000000e+00,0.000000000000000000e+00
1.211399999999962773e+02,0.000000000000000000e+00,0.000000000000000000e+00
1.212299999999962807e+02,0.000000000000000000e+00,0.000000000000000000e+00
1.213199999999962699e+02,0.000000000000000000e+00,0.000000000000000000e+00
1.214099999999962591e+02,0.000000000000000000e+00,0.000000000000000000e+00
1.214999999999962625e+02,0.000000000000000000e+00,0.000000000000000000e+00
1.215899999999962517e+02,0.000000000000000000e+00,0.000000000000000000e+00
1.216799999999962409e+02,0.000000000000000000e+00,0.000000000000000000e+00
1.217699999999962444e+02,0.000000000000000000e+00,0.000000000000000000e+00
1.218599999999962336e+02,0.000000000000000000e+00,0.000000000000000000e+00
1.219499999999962370e+02,0.000000000000000000e+00,0.000000000000000000e+00
1.220399999999962262e+02,0.000000000000000000e+00,0.000000000000000000e+00
1.221299999999962154e+02,0.000000000000000000e+00,0.000000000000000000e+00
1.222199999999962188e+02,0.000000000000000000e+00,0.000000000000000000e+00
1.223099999999962080e+02,0.000000000000000000e+00,0.000000000000000000e+00
1.223999999999961972e+02,0.000000000000000000e+00,0.000000000000000000e+00
1.224899999999962006e+02,0.000000000000000000e+00,0.000000000000000000e+00
1.225799999999961898e+02,0.000000000000000000e+00,0.000000000000000000e+00
1.226699999999961932e+02,0.000000000000000000e+00,0.000000000000000000e+00
1.227599999999961824e+02,0.000000000000000000e+00,0.000000000000000000e+00
1.228499999999961716e+02,0.000000000000000000e+00,0.000000000000000000e+00
1.229399999999961750e+02,0.000000000000000000e+00,0.000000000000000000e+00
1.230299999999961642e+02,0.000000000000000000e+00,0.000000000000000000e+00
1.231199999999961534e+02,0.000000000000000000e+00,0.000000000000000000e+00
1.232099999999961568e+02,0.000000000000000000e+00,0.000000000000000000e+00
1.232999999999961460e+02,0.000000000000000000e+00,0.000000000000000000e+00
1.233899999999961352e+02,0.000000000000000000e+00,0.000000000000000000e+00
1.234799999999961386e+02,0.000000000000000000e+00,0.000000000000000000e+00
1.235699999999961278e+02,0.000000000000000000e+00,0.000000000000000000e+00
1.236599999999961312e+02,0.000000000000000000e+00,0.000000000000000000e+00
1.237499999999961204e+02,0.000000000000000000e+00,0.000000000000000000e+00
1.238399999999961096e+02,0.000000000000000000e+00,0.000000000000000000e+00
1.239299999999961130e+02,0.000000000000000000e+00,0.000000000000000000e+00
1.240199999999961022e+02,0.000000000000000000e+00,0.000000000000000000e+00
1.241099999999960914e+02,0.000000000000000000e+00,0.000000000000000000e+00
1.241999999999960949e+02,0.000000000000000000e+00,0.000000000000000000e+00
1.242899999999960841e+02,0.000000000000000000e+00,0.000000000000000000e+00
1.243799999999960733e+02,0.000000000000000000e+00,0.000000000000000000e+00
1.244699999999960767e+02,0.000000000000000000e+00,0.000000000000000000e+00
1.245599999999960659e+02,0.000000000000000000e+00,0.000000000000000000e+00
1.246499999999960693e+02,0.000000000000000000e+00,0.000000000000000000e+00
1.247399999999960585e+02,0.000000000000000000e+00,0.000000000000000000e+00
1.248299999999960477e+02,0.000000000000000000e+00,0.000000000000000000e+00
1.249199999999960511e+02,0.000000000000000000e+00,0.000000000000000000e+00
1.250099999999960403e+02,0.000000000000000000e+00,0.000000000000000000e+00
1.250999999999960295e+02,0.000000000000000000e+00,0.000000000000000000e+00
1.251899999999960329e+02,0.000000000000000000e+00,0.000000000000000000e+00
1.252799999999960221e+02,0.000000000000000000e+00,0.000000000000000000e+00
1.253699999999960255e+02,0.000000000000000000e+00,0.000000000000000000e+00
1.254599999999960147e+02,0.000000000000000000e+00,0.000000000000000000e+00
1.255499999999960039e+02,0.000000000000000000e+00,0.000000000000000000e+00
1.256399999999960073e+02,0.000000000000000000e+00,0.000000000000000000e+00
1.257299999999959965e+02,0.000000000000000000e+00,0.000000000000000000e+00
1.258199999999959857e+02,0.000000000000000000e+00,0.000000000000000000e+00
1.259099999999959891e+02,0.000000000000000000e+00,0.000000000000000000e+00
1.259999999999959783e+02,0.000000000000000000e+00,0.000000000000000000e+00
1.260899999999959675e+02,0.000000000000000000e+00,0.000000000000000000e+00
1.261799999999959709e+02,0.000000000000000000e+00,0.000000000000000000e+00
1.262699999999959601e+02,0.000000000000000000e+00,0.000000000000000000e+00
1.263599999999959635e+02,0.000000000000000000e+00,0.000000000000000000e+00
1.264499999999959527e+02,0.000000000000000000e+00,0.000000000000000000e+00
1.265399999999959419e+02,0.000000000000000000e+00,0.000000000000000000e+00
1.266299999999959454e+02,0.000000000000000000e+00,0.000000000000000000e+00
1.267199999999959346e+02,0.000000000000000000e+00,0.000000000000000000e+00
1.268099999999959238e+02,0.000000000000000000e+00,0.000000000000000000e+00
1.268999999999959272e+02,0.000000000000000000e+00,0.000000000000000000e+00
1.269899999999959164e+02,0.000000000000000000e+00,0.000000000000000000e+00
1.270799999999959056e+02,0.000000000000000000e+00,0.000000000000000000e+00
1.271699999999959090e+02,0.000000000000000000e+00,0.000000000000000000e+00
1.272599999999958982e+02,0.000000000000000000e+00,0.000000000000000000e+00
1.273499999999959016e+02,0.000000000000000000e+00,0.000000000000000000e+00
1.274399999999958908e+02,0.000000000000000000e+00,0.000000000000000000e+00
1.275299999999958800e+02,0.000000000000000000e+00,0.000000000000000000e+00
1.276199999999958834e+02,0.000000000000000000e+00,0.000000000000000000e+00
1.277099999999958726e+02,0.000000000000000000e+00,0.000000000000000000e+00
1.277999999999958618e+02,0.000000000000000000e+00,0.000000000000000000e+00
1.278899999999958652e+02,0.000000000000000000e+00,0.000000000000000000e+00
1.279799999999958544e+02,0.000000000000000000e+00,0.000000000000000000e+00
1.280699999999958436e+02,0.000000000000000000e+00,0.000000000000000000e+00
1.281599999999958470e+02,0.000000000000000000e+00,0.000000000000000000e+00
1.282499999999958504e+02,0.000000000000000000e+00,0.000000000000000000e+00
1.283399999999958254e+02,0.000000000000000000e+00,0.000000000000000000e+00
1.284299999999958288e+02,0.000000000000000000e+00,0.000000000000000000e+00
1.285199999999958322e+02,0.000000000000000000e+00,0.000000000000000000e+00
1.286099999999958072e+02,0.000000000000000000e+00,0.000000000000000000e+00
1.286999999999958106e+02,0.000000000000000000e+00,0.000000000000000000e+00
1.287899999999958141e+02,0.000000000000000000e+00,0.000000000000000000e+00
1.288799999999957890e+02,0.000000000000000000e+00,0.000000000000000000e+00
1.289699999999957925e+02,0.000000000000000000e+00,0.000000000000000000e+00
1.290599999999957959e+02,0.000000000000000000e+00,0.000000000000000000e+00
1.291499999999957708e+02,0.000000000000000000e+00,0.000000000000000000e+00
1.292399999999957743e+02,0.000000000000000000e+00,0.000000000000000000e+00
1.293299999999957777e+02,0.000000000000000000e+00,0.000000000000000000e+00
1.294199999999957527e+02,0.000000000000000000e+00,0.000000000000000000e+00
1.295099999999957561e+02,0.000000000000000000e+00,0.000000000000000000e+00
1.295999999999957595e+02,0.000000000000000000e+00,0.000000000000000000e+00
1.296899999999957629e+02,0.000000000000000000e+00,0.000000000000000000e+00
1.297799999999957379e+02,0.000000000000000000e+00,0.000000000000000000e+00
1.298699999999957413e+02,0.000000000000000000e+00,0.000000000000000000e+00
1.299599999999957447e+02,0.000000000000000000e+00,0.000000000000000000e+00
1.300499999999957197e+02,0.000000000000000000e+00,0.000000000000000000e+00
1.301399999999957231e+02,0.000000000000000000e+00,0.000000000000000000e+00
1.302299999999957265e+02,0.000000000000000000e+00,0.000000000000000000e+00
1.303199999999957015e+02,0.000000000000000000e+00,0.000000000000000000e+00
1.304099999999957049e+02,0.000000000000000000e+00,0.000000000000000000e+00
1.304999999999957083e+02,0.000000000000000000e+00,0.000000000000000000e+00
1.305899999999956833e+02,0.000000000000000000e+00,0.000000000000000000e+00
1.306799999999956867e+02,0.000000000000000000e+00,0.000000000000000000e+00
1.307699999999956901e+02,0.000000000000000000e+00,0.000000000000000000e+00
1.308599999999956651e+02,0.000000000000000000e+00,0.000000000000000000e+00
1.309499999999956685e+02,0.000000000000000000e+00,0.000000000000000000e+00
1.310399999999956719e+02,0.000000000000000000e+00,0.000000000000000000e+00
1.311299999999956469e+02,0.000000000000000000e+00,0.000000000000000000e+00
1.312199999999956503e+02,0.000000000000000000e+00,0.000000000000000000e+00
1.313099999999956538e+02,0.000000000000000000e+00,0.000000000000000000e+00
1.313999999999956572e+02,0.000000000000000000e+00,0.000000000000000000e+00
1.314899999999956322e+02,0.000000000000000000e+00,0.000000000000000000e+00
1.315799999999956356e+02,0.000000000000000000e+00,0.000000000000000000e+00
1.316699999999956390e+02,0.000000000000000000e+00,0.000000000000000000e+00
1.317599999999956140e+02,0.000000000000000000e+00,0.000000000000000000e+00
1.318499999999956174e+02,0.000000000000000000e+00,0.000000000000000000e+00
1.319399999999956208e+02,0.000000000000000000e+00,0.000000000000000000e+00
1.320299999999955958e+02,0.000000000000000000e+00,0.000000000000000000e+00
1.321199999999955992e+02,0.000000000000000000e+00,0.000000000000000000e+00
1.322099999999956026e+02,0.000000000000000000e+00,0.000000000000000000e+00
1.322999999999955776e+02,0.000000000000000000e+00,0.000000000000000000e+00
1.323899999999955810e+02,0.000000000000000000e+00,0.000000000000000000e+00
1.324799999999955844e+02,0.000000000000000000e+00,0.000000000000000000e+00
1.325699999999955594e+02,0.000000000000000000e+00,0.000000000000000000e+00
1.326599999999955628e+02,0.000000000000000000e+00,0.000000000000000000e+00
1.327499999999955662e+02,0.000000000000000000e+00,0.000000000000000000e+00
1.328399999999955412e+02,0.000000000000000000e+00,0.000000000000000000e+00
1.329299999999955446e+02,0.000000000000000000e+00,0.000000000000000000e+00
1.330199999999955480e+02,0.000000000000000000e+00,0.000000000000000000e+00
1.331099999999955230e+02,0.000000000000000000e+00,0.000000000000000000e+00
1.331999999999955264e+02,0.000000000000000000e+00,0.000000000000000000e+00
1.332899999999955298e+02,0.000000000000000000e+00,0.000000000000000000e+00
1.333799999999955332e+02,0.000000000000000000e+00,0.000000000000000000e+00
1.334699999999955082e+02,0.000000000000000000e+00,0.000000000000000000e+00
1.335599999999955116e+02,0.000000000000000000e+00,0.000000000000000000e+00
1.336499999999955151e+02,0.000000000000000000e+00,0.000000000000000000e+00
1.337399999999954900e+02,0.000000000000000000e+00,0.000000000000000000e+00
1.338299999999954935e+02,0.000000000000000000e+00,0.000000000000000000e+00
1.339199999999954969e+02,0.000000000000000000e+00,0.000000000000000000e+00
1.340099999999954719e+02,0.000000000000000000e+00,0.000000000000000000e+00
1.340999999999954753e+02,0.000000000000000000e+00,0.000000000000000000e+00
1.341899999999954787e+02,0.000000000000000000e+00,0.000000000000000000e+00
1.342799999999954537e+02,0.000000000000000000e+00,0.000000000000000000e+00
1.343699999999954571e+02,0.000000000000000000e+00,0.000000000000000000e+00
1.344599999999954605e+02,0.000000000000000000e+00,0.000000000000000000e+00
1.345499999999954355e+02,0.000000000000000000e+00,0.000000000000000000e+00
1.346399999999954389e+02,0.000000000000000000e+00,0.000000000000000000e+00
1.347299999999954423e+02,0.000000000000000000e+00,0.000000000000000000e+00
1.348199999999954173e+02,0.000000000000000000e+00,0.000000000000000000e+00
1.349099999999954207e+02,0.000000000000000000e+00,0.000000000000000000e+00
1.349999999999954241e+02,0.000000000000000000e+00,0.000000000000000000e+00
1.350899999999954275e+02,0.000000000000000000e+00,0.000000000000000000e+00
1.351799999999954025e+02,0.000000000000000000e+00,0.000000000000000000e+00
1.352699999999954059e+02,0.000000000000000000e+00,0.000000000000000000e+00
1.353599999999954093e+02,0.000000000000000000e+00,0.000000000000000000e+00
1.354499999999953843e+02,0.000000000000000000e+00,0.000000000000000000e+00
1.355399999999953877e+02,0.000000000000000000e+00,0.000000000000000000e+00
1.356299999999953911e+02,0.000000000000000000e+00,0.000000000000000000e+00
1.357199999999953661e+02,0.000000000000000000e+00,0.000000000000000000e+00
1.358099999999953695e+02,0.000000000000000000e+00,0.000000000000000000e+00
1.358999999999953729e+02,0.000000000000000000e+00,0.000000000000000000e+00
1.359899999999953479e+02,0.000000000000000000e+00,0.000000000000000000e+00
1.360799999999953513e+02,0.000000000000000000e+00,0.000000000000000000e+00
1.361699999999953548e+02,0.000000000000000000e+00,0.000000000000000000e+00
1.362599999999953297e+02,0.000000000000000000e+00,0.000000000000000000e+00
1.363499999999953332e+02,0.000000000000000000e+00,0.000000000000000000e+00
1.364399999999953366e+02,0.000000000000000000e+00,0.000000000000000000e+00
1.365299999999953116e+02,0.000000000000000000e+00,0.000000000000000000e+00
1.366199999999953150e+02,0.000000000000000000e+00,0.000000000000000000e+00
1.367099999999953184e+02,0.000000000000000000e+00,0.000000000000000000e+00
1.367999999999952934e+02,0.000000000000000000e+00,0.000000000000000000e+00
1.368899999999952968e+02,0.000000000000000000e+00,0.000000000000000000e+00
1.369799999999953002e+02,0.000000000000000000e+00,0.000000000000000000e+00
1.370699999999953036e+02,0.000000000000000000e+00,0.000000000000000000e+00
1.371599999999952786e+02,0.000000000000000000e+00,0.000000000000000000e+00
1.372499999999952820e+02,0.000000000000000000e+00,0.000000000000000000e+00
1.373399999999952854e+02,0.000000000000000000e+00,0.000000000000000000e+00
1.374299999999952604e+02,0.000000000000000000e+00,0.000000000000000000e+00
1.375199999999952638e+02,0.000000000000000000e+00,0.000000000000000000e+00
1.376099999999952672e+02,0.000000000000000000e+00,0.000000000000000000e+00
1.376999999999952422e+02,0.000000000000000000e+00,0.000000000000000000e+00
1.377899999999952456e+02,0.000000000000000000e+00,0.000000000000000000e+00
1.378799999999952490e+02,0.000000000000000000e+00,0.000000000000000000e+00
1.379699999999952240e+02,0.000000000000000000e+00,0.000000000000000000e+00
1.380599999999952274e+02,0.000000000000000000e+00,0.000000000000000000e+00
1.381499999999952308e+02,0.000000000000000000e+00,0.000000000000000000e+00
1.382399999999952058e+02,0.000000000000000000e+00,0.000000000000000000e+00
1.383299999999952092e+02,0.000000000000000000e+00,0.000000000000000000e+00
1.384199999999952126e+02,0.000000000000000000e+00,0.000000000000000000e+00
1.385099999999951876e+02,0.000000000000000000e+00,0.000000000000000000e+00
1.385999999999951910e+02,0.000000000000000000e+00,0.000000000000000000e+00
1.386899999999951945e+02,0.000000000000000000e+00,0.000000000000000000e+00
1.387799999999951979e+02,0.000000000000000000e+00,0.000000000000000000e+00
1.388699999999951729e+02,0.000000000000000000e+00,0.000000000000000000e+00
1.389599999999951763e+02,0.000000000000000000e+00,0.000000000000000000e+00
1.390499999999951797e+02,0.000000000000000000e+00,0.000000000000000000e+00
1.391399999999951547e+02,0.000000000000000000e+00,0.000000000000000000e+00
1.392299999999951581e+02,0.000000000000000000e+00,0.000000000000000000e+00
1.393199999999951615e+02,0.000000000000000000e+00,0.000000000000000000e+00
1.394099999999951365e+02,0.000000000000000000e+00,0.000000000000000000e+00
1.394999999999951399e+02,0.000000000000000000e+00,0.000000000000000000e+00
1.395899999999951433e+02,0.000000000000000000e+00,0.000000000000000000e+00
1.396799999999951183e+02,0.000000000000000000e+00,0.000000000000000000e+00
1.397699999999951217e+02,0.000000000000000000e+00,0.000000000000000000e+00
1.398599999999951251e+02,0.000000000000000000e+00,0.000000000000000000e+00
1.399499999999951001e+02,0.000000000000000000e+00,0.000000000000000000e+00
1.400399999999951035e+02,0.000000000000000000e+00,0.000000000000000000e+00
1.401299999999951069e+02,0.000000000000000000e+00,0.000000000000000000e+00
1.402199999999950819e+02,0.000000000000000000e+00,0.000000000000000000e+00
1.403099999999950853e+02,0.000000000000000000e+00,0.000000000000000000e+00
1.403999999999950887e+02,0.000000000000000000e+00,0.000000000000000000e+00
1.404899999999950921e+02,0.000000000000000000e+00,0.000000000000000000e+00
1.405799999999950671e+02,0.000000000000000000e+00,0.000000000000000000e+00
1.406699999999950705e+02,0.000000000000000000e+00,0.000000000000000000e+00
1.407599999999950739e+02,0.000000000000000000e+00,0.000000000000000000e+00
1.408499999999950489e+02,0.000000000000000000e+00,0.000000000000000000e+00
1.409399999999950523e+02,0.000000000000000000e+00,0.000000000000000000e+00
1.410299999999950558e+02,0.000000000000000000e+00,0.000000000000000000e+00
1.411199999999950307e+02,0.000000000000000000e+00,0.000000000000000000e+00
1.412099999999950342e+02,0.000000000000000000e+00,0.000000000000000000e+00
1.412999999999950376e+02,0.000000000000000000e+00,0.000000000000000000e+00
1.413899999999950126e+02,0.000000000000000000e+00,0.000000000000000000e+00
1.414799999999950160e+02,0.000000000000000000e+00,0.000000000000000000e+00
1.415699999999950194e+02,0.000000000000000000e+00,0.000000000000000000e+00
1.416599999999949944e+02,0.000000000000000000e+00,0.000000000000000000e+00
1.417499999999949978e+02,0.000000000000000000e+00,0.000000000000000000e+00
1.418399999999950012e+02,0.000000000000000000e+00,0.000000000000000000e+00
1.419299999999949762e+02,0.000000000000000000e+00,0.000000000000000000e+00
1.420199999999949796e+02,0.000000000000000000e+00,0.000000000000000000e+00
1.421099999999949830e+02,0.000000000000000000e+00,0.000000000000000000e+00
1.421999999999949580e+02,0.000000000000000000e+00,0.000000000000000000e+00
1.422899999999949614e+02,0.000000000000000000e+00,0.000000000000000000e+00
1.423799999999949648e+02,0.000000000000000000e+00,0.000000000000000000e+00
1.424699999999949682e+02,0.000000000000000000e+00,0.000000000000000000e+00
1.425599999999949432e+02,0.000000000000000000e+00,0.000000000000000000e+00
1.426499999999949466e+02,0.000000000000000000e+00,0.000000000000000000e+00
1.427399999999949500e+02,0.000000000000000000e+00,0.000000000000000000e+00
1.428299999999949250e+02,0.000000000000000000e+00,0.000000000000000000e+00
1.429199999999949284e+02,0.000000000000000000e+00,0.000000000000000000e+00
1.430099999999949318e+02,0.000000000000000000e+00,0.000000000000000000e+00
1.430999999999949068e+02,0.000000000000000000e+00,0.000000000000000000e+00
1.431899999999949102e+02,0.000000000000000000e+00,0.000000000000000000e+00
1.432799999999949137e+02,0.000000000000000000e+00,0.000000000000000000e+00
1.433699999999948886e+02,0.000000000000000000e+00,0.000000000000000000e+00
1.434599999999948921e+02,0.000000000000000000e+00,0.000000000000000000e+00
1.435499999999948955e+02,0.000000000000000000e+00,0.000000000000000000e+00
1.436399999999948704e+02,0.000000000000000000e+00,0.000000000000000000e+00
1.437299999999948739e+02,0.000000000000000000e+00,0.000000000000000000e+00
1.438199999999948773e+02,0.000000000000000000e+00,0.000000000000000000e+00
1.439099999999948523e+02,0.000000000000000000e+00,0.000000000000000000e+00
1.439999999999948557e+02,0.000000000000000000e+00,0.000000000000000000e+00
1.440899999999948591e+02,0.000000000000000000e+00,0.000000000000000000e+00
1.441799999999948625e+02,0.000000000000000000e+00,0.000000000000000000e+00
1.442699999999948375e+02,0.000000000000000000e+00,0.000000000000000000e+00
1.443599999999948409e+02,0.000000000000000000e+00,0.000000000000000000e+00
1.444499999999948443e+02,0.000000000000000000e+00,0.000000000000000000e+00
1.445399999999948193e+02,0.000000000000000000e+00,0.000000000000000000e+00
1.446299999999948227e+02,0.000000000000000000e+00,0.000000000000000000e+00
1.447199999999948261e+02,0.000000000000000000e+00,0.000000000000000000e+00
1.448099999999948011e+02,0.000000000000000000e+00,0.000000000000000000e+00
1.448999999999948045e+02,0.000000000000000000e+00,0.000000000000000000e+00
1.449899999999948079e+02,0.000000000000000000e+00,0.000000000000000000e+00
1.450799999999947829e+02,0.000000000000000000e+00,0.000000000000000000e+00
1.451699999999947863e+02,0.000000000000000000e+00,0.000000000000000000e+00
1.452599999999947897e+02,0.000000000000000000e+00,0.000000000000000000e+00
1.453499999999947647e+02,0.000000000000000000e+00,0.000000000000000000e+00
1.454399999999947681e+02,0.000000000000000000e+00,0.000000000000000000e+00
1.455299999999947715e+02,0.000000000000000000e+00,0.000000000000000000e+00
1.456199999999947465e+02,0.000000000000000000e+00,0.000000000000000000e+00
1.457099999999947499e+02,0.000000000000000000e+00,0.000000000000000000e+00
1.457999999999947534e+02,0.000000000000000000e+00,0.000000000000000000e+00
1.458899999999947283e+02,0.000000000000000000e+00,0.000000000000000000e+00
1.459799999999947318e+02,0.000000000000000000e+00,0.000000000000000000e+00
1.460699999999947352e+02,0.000000000000000000e+00,0.000000000000000000e+00
1.461599999999947386e+02,0.000000000000000000e+00,0.000000000000000000e+00
1.462499999999947136e+02,0.000000000000000000e+00,0.000000000000000000e+00
1.463399999999947170e+02,0.000000000000000000e+00,0.000000000000000000e+00
1.464299999999947204e+02,0.000000000000000000e+00,0.000000000000000000e+00
1.465199999999946954e+02,0.000000000000000000e+00,0.000000000000000000e+00
1.466099999999946988e+02,0.000000000000000000e+00,0.000000000000000000e+00
1.466999999999947022e+02,0.000000000000000000e+00,0.000000000000000000e+00
1.467899999999946772e+02,0.000000000000000000e+00,0.000000000000000000e+00
1.468799999999946806e+02,0.000000000000000000e+00,0.000000000000000000e+00
1.469699999999946840e+02,0.000000000000000000e+00,0.000000000000000000e+00
1.470599999999946590e+02,0.000000000000000000e+00,0.000000000000000000e+00
1.471499999999946624e+02,0.000000000000000000e+00,0.000000000000000000e+00
1.472399999999946658e+02,0.000000000000000000e+00,0.000000000000000000e+00
1.473299999999946408e+02,0.000000000000000000e+00,0.000000000000000000e+00
1.474199999999946442e+02,0.000000000000000000e+00,0.000000000000000000e+00
1.475099999999946476e+02,0.000000000000000000e+00,0.000000000000000000e+00
1.475999999999946226e+02,0.000000000000000000e+00,0.000000000000000000e+00
1.476899999999946260e+02,0.000000000000000000e+00,0.000000000000000000e+00
1.477799999999946294e+02,0.000000000000000000e+00,0.000000000000000000e+00
1.478699999999946328e+02,0.000000000000000000e+00,0.000000000000000000e+00
1.479599999999946078e+02,0.000000000000000000e+00,0.000000000000000000e+00
1.480499999999946112e+02,0.000000000000000000e+00,0.000000000000000000e+00
1.481399999999946147e+02,0.000000000000000000e+00,0.000000000000000000e+00
1.482299999999945896e+02,0.000000000000000000e+00,0.000000000000000000e+00
1.483199999999945931e+02,0.000000000000000000e+00,0.000000000000000000e+00
1.484099999999945965e+02,0.000000000000000000e+00,0.000000000000000000e+00
1.484999999999945715e+02,0.000000000000000000e+00,0.000000000000000000e+00
1.485899999999945749e+02,0.000000000000000000e+00,0.000000000000000000e+00
1.486799999999945783e+02,0.000000000000000000e+00,0.000000000000000000e+00
1.487699999999945533e+02,0.000000000000000000e+00,0.000000000000000000e+00
1.488599999999945567e+02,0.000000000000000000e+00,0.000000000000000000e+00
1.489499999999945601e+02,0.000000000000000000e+00,0.000000000000000000e+00
1.490399999999945351e+02,0.000000000000000000e+00,0.000000000000000000e+00
1.491299999999945385e+02,0.000000000000000000e+00,0.000000000000000000e+00
1.492199999999945419e+02,0.000000000000000000e+00,0.000000000000000000e+00
1.493099999999945169e+02,0.000000000000000000e+00,0.000000000000000000e+00
1.493999999999945203e+02,0.000000000000000000e+00,0.000000000000000000e+00
1.494899999999945237e+02,0.000000000000000000e+00,0.000000000000000000e+00
1.495799999999944987e+02,0.000000000000000000e+00,0.000000000000000000e+00
1.496699999999945021e+02,0.000000000000000000e+00,0.000000000000000000e+00
1.497599999999945055e+02,0.000000000000000000e+00,0.000000000000000000e+00
1.498499999999945089e+02,0.000000000000000000e+00,0.000000000000000000e+00
1.499399999999944839e+02,0.000000000000000000e+00,0.000000000000000000e+00
1.500299999999944873e+02,0.000000000000000000e+00,0.000000000000000000e+00
1.501199999999944907e+02,0.000000000000000000e+00,0.000000000000000000e+00
1.502099999999944657e+02,0.000000000000000000e+00,0.000000000000000000e+00
1.502999999999944691e+02,0.000000000000000000e+00,0.000000000000000000e+00
1.503899999999944725e+02,0.000000000000000000e+00,0.000000000000000000e+00
