gyro_x (deg/s),gyro_y (deg/s),gyro_z (deg/s)
-3.355439903825101211e-02,4.418520710340604262e-04,9.016002919690878414e+00
-2.592538784404356880e-02,-5.562750534838017263e-02,9.035116244562860999e+00
-2.239499176212864442e-03,-8.498322535967643698e-02,8.980993800711605246e+00
-5.636379921368395857e-02,2.792666405156214726e-02,9.036930594959988738e+00
5.372899922018613966e-02,3.446185448141824564e-02,9.016679706503452962e+00
-3.748956456551579691e-02,-4.207993736128216866e-02,8.936764546401001041e+00
2.711391683085092111e-02,-2.351397414918047352e-02,8.952604929072323969e+00
1.652309600695285249e-02,5.092154302780849129e-02,8.940209478376800689e+00
1.058958652400310563e-01,3.761021714510245917e-02,9.017592860693360635e+00
6.226202881251725885e-02,6.346872123174082843e-03,8.932284175505152746e+00
-1.095454557223335575e-02,1.930328368992265120e-02,9.048062642103520403e+00
-4.229072613809632675e-02,-1.677933775595428015e-02,9.032732839655002621e+00
3.638595845999138129e-02,1.749977896986768672e-02,8.994800051590226886e+00
1.448293354078501044e-02,3.561382011151477400e-02,9.010971025339845397e+00
3.614143357364550668e-02,-1.036051384221316485e-01,9.014094247414039529e+00
-3.010468231679295711e-02,-4.606344295087802521e-02,8.907328287269649536e+00
-6.650677610576720931e-03,-1.647133755196755409e-02,8.995733353869757920e+00
6.171214866929907589e-02,-1.506643821399573794e-03,8.973062415403076031e+00
4.289472127819442433e-03,2.693209030177018664e-03,9.055589186563032911e+00
-7.706855892324926405e-02,-3.534563652994927169e-02,8.962901544113179853e+00
2.521864631973645687e-02,-4.195229195159459051e-02,8.986150891328035684e+00
-2.104291671168787362e-02,-2.357860231926119793e-02,8.990962348663616766e+00
1.271929327135775268e-04,5.118207629680728010e-02,9.017422002833585637e+00
2.126612054040518882e-02,-1.124201837262076425e-01,8.971596676030715756e+00
4.982039434592264691e-03,6.612068605675215649e-02,9.056147565743632555e+00
-6.379712287653455105e-02,9.209010501818087197e-03,8.949210514437824671e+00
-4.650685885937461128e-02,3.276251129842122634e-02,9.102520731335115300e+00
1.931502401800851143e-02,-4.966880411942808937e-02,8.939686505625648039e+00
7.655163176159758553e-02,-6.314204474230766806e-02,9.025572386895120758e+00
6.482669543305130677e-02,-3.137362339871187927e-02,8.990293603692096625e+00
-8.145625218180676738e-03,-4.296991856010541101e-03,8.980223050657878403e+00
8.721485513239188086e-04,4.521549953409345624e-02,9.092092156198738451e+00
-1.631942531766374799e-02,-3.943338679378854267e-02,8.940475030165304204e+00
1.152318507475088953e-02,-1.452076228557492264e-02,9.008769832350330020e+00
