gyro_x (deg/s),gyro_y (deg/s),gyro_z (deg/s)
2.335485185741687647e-03,7.512162212462198188e-03,4.632470609097047616e-03
5.077332187120111445e-03,1.022492948810706237e-02,2.875613742449432617e-03
5.576379191100666773e-03,3.029177181028599856e-04,9.658484748167196765e-03
-9.586074748749796523e-03,-1.863291391427517995e-03,-1.066322111138017295e-02
7.251487317833198165e-03,-8.563425370513135307e-03,1.600482167824422014e-02
-6.087644751914558956e-03,9.016264343350368499e-03,1.428765611194883142e-02
-1.361684302807334920e-03,2.339524105281760250e-03,9.298044679521237990e-03
-1.201755185113422865e-02,-6.137990059497807141e-03,6.392734362854813647e-03
-2.999333346757955109e-03,-1.113146185374018146e-02,-4.789849851757390850e-03
2.371826667325243297e-03,2.739646442067834690e-03,-1.845634028859137465e-02
-4.653152183719220202e-03,-1.900537619840986583e-02,-1.362849820855476760e-04
-3.532998371127903450e-03,6.450304440094886335e-03,-7.553968511641719757e-03
1.348002225757844938e-02,-9.300952385112968776e-03,1.418975819485617310e-02
-9.569467530103428071e-03,2.527933470143684663e-02,-6.099323658107485419e-03
-1.743790610277654637e-03,5.657671283710842547e-03,1.088925026506091381e-02
1.600202960493502663e-02,-7.783255177559327692e-03,-2.982960141813424389e-04
1.560419821984636822e-02,1.565479974717265757e-02,6.861140507221380296e-03
-7.963677997017852344e-04,-2.273936298406587907e-03,1.259188165665659984e-02
6.195504962065223609e-03,1.867317268241140693e-02,9.224527286786706956e-03
1.774697221376370787e-03,1.803542667682390271e-02,1.002038112382840074e-02
1.439863535875612194e-02,-2.739473536001752613e-03,4.531230409207743018e-03
-2.036145604077410284e-02,1.681468351520501491e-03,6.131758667384309448e-03
-1.395410775965997066e-02,-3.079604395667103790e-03,6.770500567620359178e-03
-6.576917856163344914e-03,-1.540921602851780953e-02,-2.094098425638788504e-03
-2.107554018725523771e-04,-1.870641543023279915e-03,8.943340538688818522e-03
8.382246843405263478e-03,-7.567487430213584720e-03,1.128541498726410696e-03
-1.023279224256412948e-02,-1.970231593563867133e-03,4.049053857854258490e-03
1.027631158195089871e-02,-3.281128177080162075e-03,-5.216107338703846429e-03
-6.518790587605778272e-03,-4.015436004592872789e-03,3.346891911645558798e-03
9.049402919409895232e-03,1.066533478298187926e-02,8.091756472377512402e-03
-7.114757084773720361e-03,-1.478299720682207409e-04,-8.700063160386250355e-03
-2.245955574336286689e-02,1.234894164243465799e-02,-1.243341264732075561e-02
-8.676543093125868231e-03,1.590008761897763372e-03,-6.615465993032679584e-03
1.629409677331402836e-02,2.577710950170737647e-03,1.208467688124985123e-03
1.007760942494710481e-02,4.916581370409747742e-03,-2.414575943626306401e-03
7.381173340086317819e-04,-1.040343666777517051e-02,1.703836503675283318e-02
-3.801120781131798413e-03,-6.556729481057228630e-03,6.236716237727101464e-04
-5.694854579443869684e-03,-5.126870885693717537e-03,1.072542091318551619e-02
-1.073580829588318027e-02,-1.048128367711064282e-02,-6.509845645453377593e-03
-7.566045620527445809e-03,6.662267300204406835e-03,2.401586312351305669e-03
-7.030328078374560932e-03,4.631604202153400893e-03,-1.951346503375956873e-02
-9.011871011349267303e-04,-3.634201057807712274e-03,1.493141192619537854e-03
6.904847223609034482e-03,3.491842215945694695e-03,9.971798302307169674e-05
1.476348659995016348e-02,2.002281746608040869e-03,2.670589190486462230e-03
-4.036774476765322452e-03,8.361036811412744796e-03,8.259405321207993408e-03
8.396203604502421730e-03,6.983318100159397780e-03,9.680664730869642867e-03
3.231094223853523285e-03,1.269227929927919246e-02,1.011316680895811213e-02
5.576228395432281451e-03,1.076273876820450955e-02,-1.427133770959832784e-03
7.890398219261143820e-03,1.455599159250480640e-02,2.986011025090472455e-03
-6.351819221981810405e-03,1.027187107905775526e-02,8.701131851471819237e-03
-2.361939585945170388e-03,6.265861984795352210e-03,-5.337137411396515423e-03
5.218922168319551844e-03,-3.024794432413133107e-04,2.646080222804849964e-03
-4.542732231095891401e-03,7.669994362602089270e-03,-5.811364675216759527e-03
3.355808825613703326e-03,2.791670926520337451e-03,2.671764071889974959e-03
3.985091762817083438e-03,5.848545564476936680e-03,-1.178453519283029910e-02
-3.551689585629926298e-03,-5.879338795385524383e-03,6.757212069722148698e-04
-5.666771045064474856e-03,1.958005557431757512e-02,5.954166414001964974e-03
6.356717169411023848e-03,8.948528910687224280e-03,-5.686919567197539285e-03
-1.123026007203611551e-02,8.305425985198859953e-03,1.519877176982167323e-02
8.363431237106247126e-03,-4.348184449837961749e-03,-1.954601145843986015e-03
8.043097278515843121e-03,-2.272390981685031008e-03,6.173052254301289281e-03
1.246736785052984721e-04,1.068143489986728541e-04,1.094326701198848400e-03
2.402975214301019541e-03,1.267265750045683606e-02,-1.006320485461498909e-02
-7.818980921690036473e-03,1.443359030158600405e-02,-7.051249728782788342e-03
-8.102192583109931248e-03,-3.539811060762554189e-03,-5.704447717084030686e-03
1.048165817162748613e-02,3.228229911405313627e-03,-1.050319976708609555e-02
1.641654799596726708e-02,2.374942392152426529e-03,4.247289573822592319e-03
-1.199719037013815583e-02,-1.813352937991177111e-02,1.114379658266594596e-02
-1.332632531968639886e-02,6.992915386145230096e-03,2.716066566994924155e-03
