accel_x (m/s^2),accel_y (m/s^2),accel_z (m/s^2)
9.963433117999558747e-03,9.635800225513205253e-03,-9.770554622803897971e+00
9.940697208660862969e-03,9.724231378463543338e-03,-9.770246578938532878e+00
1.027711106881982854e-02,1.010449105174079064e-02,-9.770198786467791052e+00
9.559750575543533510e-03,1.013590048167384468e-02,-9.769752406986167870e+00
9.660930713323715932e-03,9.682817777338620369e-03,-9.771019789796316246e+00
1.000778960794146584e-02,1.027106412765557003e-02,-9.770478498320375849e+00
1.043219740992384209e-02,9.710147863824869843e-03,-9.769929057049294485e+00
9.592616900450020093e-03,1.021129507400385383e-02,-9.770052102333240285e+00
1.029012525678634632e-02,9.953780071337219731e-03,-9.770133542429086049e+00
9.886464677925912645e-03,1.055263216266732161e-02,-9.770262734723935694e+00
1.004288631176761606e-02,9.726281112551166119e-03,-9.770097865999918696e+00
1.026120488199529397e-02,9.853292051239118457e-03,-9.770490785563474390e+00
9.766719931877613364e-03,1.008366624690782733e-02,-9.770582141313180813e+00
1.017705234891818841e-02,1.011665968868850907e-02,-9.770488745001921771e+00
1.027679315065643806e-02,1.012049932864845722e-02,-9.770491818777921722e+00
1.001029290217101374e-02,9.952851841360863330e-03,-9.770852359767790318e+00
9.774763004675213890e-03,1.033127070833128255e-02,-9.771172606460885035e+00
1.029405221714730159e-02,9.862556236856554956e-03,-9.770170447486570708e+00
1.008929964002707944e-02,9.525233620774915116e-03,-9.770206684106971906e+00
1.043161821342845214e-02,1.039488943692780387e-02,-9.769969379803058018e+00
9.210641805339366689e-03,9.521933060070427585e-03,-9.769909607613403324e+00
1.012883984644893931e-02,9.807642804857503657e-03,-9.770190573158984648e+00
1.018078637866632816e-02,1.059175901829265479e-02,-9.769554356412340823e+00
9.826363292359249074e-03,9.986928462415251007e-03,-9.769954340035290841e+00
1.001901856153743740e-02,9.680153931508528667e-03,-9.770831121706809341e+00
1.042227359065312463e-02,9.985208217721384949e-03,-9.770606079960938217e+00
1.019178702049414360e-02,1.051482335177041094e-02,-9.770567268308106179e+00
9.731733880302824782e-03,1.020406820343367806e-02,-9.770829005606804785e+00
9.739491043689917429e-03,9.872718481256986464e-03,-9.770436928498774876e+00
9.851318744580840961e-03,9.916430586179997286e-03,-9.770555412624911895e+00
1.050926629090321793e-02,1.008170009428378464e-02,-9.770296672245601499e+00
1.007374108722027678e-02,9.530131713269775554e-03,-9.770303601219168854e+00
1.069283278327434576e-02,9.898689625599095543e-03,-9.770050197301809902e+00
1.002498358275824911e-02,9.933441525663826155e-03,-9.770261026890278089e+00
1.011560349335998213e-02,9.614649130321322595e-03,-9.770175344778484927e+00
9.531897227788084515e-03,9.773054258582438217e-03,-9.770230960092311179e+00
1.016399059054502903e-02,1.014485906344060259e-02,-9.770320794189810698e+00
9.973852338127611045e-03,1.012007723444835125e-02,-9.770061167309542327e+00
1.020299186462851615e-02,9.655548312042199280e-03,-9.769633726308287081e+00
9.665649435114182647e-03,1.019784205280787996e-02,-9.770000830534089076e+00
9.707585255151958067e-03,9.613730975569072593e-03,-9.770079300802855471e+00
1.004801148823424896e-02,1.011109376669048522e-02,-9.771150695548056930e+00
1.000977169256406750e-02,9.756128772989857215e-03,-9.769910827370445361e+00
9.307441857489101925e-03,9.858350372342752216e-03,-9.770272693774973760e+00
1.031192945314719257e-02,9.591580492518866560e-03,-9.770346787053046711e+00
9.035678437251233597e-03,1.003567048769922650e-02,-9.770610371740525935e+00
1.016140775022024087e-02,9.658675141940941886e-03,-9.770609929967042362e+00
9.610475349781402027e-03,9.877017575042956049e-03,-9.770774569330397341e+00
1.064252056467967882e-02,1.069931686774997642e-02,-9.769971945352642351e+00
9.516493059046398847e-03,9.899563828651635269e-03,-9.770802097305356426e+00
1.012830144159888868e-02,9.914354931984333680e-03,-9.770186266563882782e+00
9.275153975820987773e-03,9.537479917107497332e-03,-9.770530851228814484e+00
9.850947646141812453e-03,9.495340860187165971e-03,-9.770172827924925585e+00
9.855987624511257025e-03,9.796887469967508269e-03,-9.769857556345828087e+00
9.955369943198164040e-03,9.973097230503134153e-03,-9.770384241093026390e+00
1.010645096448754658e-02,1.081095639879327448e-02,-9.770237660189618367e+00
9.976114783723217735e-03,9.956347939385726264e-03,-9.770562697583011769e+00
9.985289958432837926e-03,1.072948547180149932e-02,-9.769873835186135835e+00
9.678486601648305862e-03,9.940793884853364043e-03,-9.770499773580842984e+00
9.954504910146540902e-03,9.849317072618180360e-03,-9.769956278627665469e+00
1.074194039701442845e-02,1.051907676702001915e-02,-9.770088374514028118e+00
9.789500126265823776e-03,9.662897615230059759e-03,-9.770340124003178417e+00
1.053440295707958052e-02,1.014101681495572366e-02,-9.770445956239122154e+00
9.936227469728647205e-03,1.043509564892658795e-02,-9.770457937014782601e+00
9.855319871314211291e-03,9.860018866128410220e-03,-9.770446350699703686e+00
9.409788721971540371e-03,9.743124195500456677e-03,-9.770558141530495178e+00
9.979345058653683181e-03,9.774153842287611887e-03,-9.770240523026274104e+00
9.954011212226906644e-03,9.874900476214767964e-03,-9.770242840671103934e+00
1.004625208049805991e-02,1.034777370357757749e-02,-9.770958828323719203e+00
9.425843419955205749e-03,9.717146829324342996e-03,-9.770384999799462733e+00
1.012920331652323279e-02,9.485734319354678992e-03,-9.770370490467863434e+00
9.588872847496177423e-03,1.021356286788459126e-02,-9.770339631783341972e+00
1.044323628735976776e-02,9.164916305752347433e-03,-9.770278704774668199e+00
1.033735152231308844e-02,1.005677662688043289e-02,-9.770377923802209708e+00
9.975070471876876926e-03,9.683636071822151331e-03,-9.769969739018572241e+00
9.606712027379218574e-03,9.772942132556505443e-03,-9.770737570627046509e+00
1.053168727129383427e-02,1.011425872685404494e-02,-9.770531306825541051e+00
8.817223900159694081e-03,9.828884327094934009e-03,-9.770895425287790204e+00
9.981830553466188374e-03,1.000535569908079375e-02,-9.769620469764294768e+00
1.041702726813284983e-02,9.613680705109621180e-03,-9.770458290850848826e+00
9.737128542060765474e-03,9.563884579526421570e-03,-9.770329795057795863e+00
1.013437320894636229e-02,1.033327631104665953e-02,-9.770517855905993088e+00
1.006223287065291863e-02,9.942432795288594707e-03,-9.770320811911602732e+00
1.030263303393088269e-02,9.652738139470680781e-03,-9.770289281529743519e+00
9.884941442187293245e-03,9.731172114243418284e-03,-9.770409842234764497e+00
1.060245412522785487e-02,9.460352438170857234e-03,-9.770263437712442212e+00
9.896778090695602242e-03,9.606257433719157801e-03,-9.770985744849218335e+00
1.001238104092528301e-02,1.037269809288855239e-02,-9.769574344581682723e+00
1.023392286290408272e-02,9.618268923368698473e-03,-9.769602537913007367e+00
1.056130707766250905e-02,1.026539126898125091e-02,-9.770432135671731189e+00
9.602724799886728016e-03,9.751922576548659183e-03,-9.770328171877553203e+00
9.183575723188815501e-03,9.795701272403381510e-03,-9.769955571809674666e+00
1.015823662766020263e-02,1.033146599302695728e-02,-9.770355749536122403e+00
1.041615153978679535e-02,1.014373347230863517e-02,-9.770184559959112391e+00
9.802102220209437528e-03,1.033322168231210966e-02,-9.770636284113288994e+00
9.944020500913043278e-03,1.038285042435165700e-02,-9.770698542512484153e+00
1.019367965384898947e-02,1.006157957204471300e-02,-9.770613607526609456e+00
9.792906962040758348e-03,1.011701078361429591e-02,-9.770472136107516192e+00
9.540368467819073869e-03,9.956375334837655813e-03,-9.770509570259461540e+00
1.020133597760699770e-02,9.653524564525587867e-03,-9.770639709663429429e+00
1.014848397421608435e-02,9.606838728356279292e-03,-9.770322252815427433e+00
9.721767398475713445e-03,1.050701974414293069e-02,-9.770414361615364029e+00
9.682439756289783553e-03,9.848361801400220411e-03,-9.770328422388931955e+00
9.562393257584241024e-03,1.045594524591366738e-02,-9.769976905843094528e+00
9.886524009039034111e-03,9.364427245222411642e-03,-9.769893080867857904e+00
1.036588334985877151e-02,1.000536314491836873e-02,-9.769958181034922973e+00
9.910998347395210545e-03,9.906034913388966218e-03,-9.770678322626494605e+00
1.004677552083214562e-02,9.776592045539338541e-03,-9.769941540275903336e+00
9.742538449765573982e-03,9.461006523102326315e-03,-9.770431328466171905e+00
9.796720771592517391e-03,9.671328209712965612e-03,-9.770454510045487595e+00
1.023794380435599609e-02,1.054091155166339382e-02,-9.770640018122819015e+00
1.013366545287553051e-02,9.817940610455050052e-03,-9.770315629373083510e+00
1.009038877506128300e-02,1.060481117213237477e-02,-9.770628041932118535e+00
1.026898483120599649e-02,9.755419178347326040e-03,-9.770852365136395434e+00
9.613819695617725758e-03,9.784207589102278738e-03,-9.769859630742708134e+00
1.009131738624499848e-02,9.826687628111578990e-03,-9.769870819454830269e+00
9.731395151572262009e-03,1.027145266734246290e-02,-9.771055227337088311e+00
9.847184541638182367e-03,9.635098655030250453e-03,-9.770215617070181935e+00
9.872866453222689520e-03,9.775587181435967457e-03,-9.770636992788579889e+00
9.750467264908671897e-03,9.685975157343556033e-03,-9.770627063545589408e+00
9.842043340655802150e-03,1.011120501511267138e-02,-9.770338475185358362e+00
1.012087533263531826e-02,9.622003330450851211e-03,-9.770227422269696760e+00
9.475725949593519215e-03,9.483059363204274228e-03,-9.770175366074647982e+00
9.705219169790998274e-03,1.085573011575942902e-02,-9.770675036830272830e+00
1.020932083211221857e-02,9.389390624701413057e-03,-9.770646034314312445e+00
1.002876432730839817e-02,9.678120040529604104e-03,-9.770241584400480406e+00
